0.00000000	0.75805385	0.61969093	0.78187146	0.11602221	0.76794755	0.74539737	0.15373359	0.23299193	0.78565003	0.77387056	0.76473729	0.80787140	0.13959999	0.75169419	0.81650182	0.79765622	0.80473238	0.17850514	0.76702711	0.78054518	0.78166016	0.18287519	0.76564305	0.08846361	0.17558574	0.76516512	0.13102784	0.05103373	0.09431156	0.08005629	0.20398550	0.09681408	0.73796048	0.78593333	0.16178998	0.63227542	0.78079910	0.73977692	0.09550445	0.76779613	0.14796470	0.62891602	0.67604328	0.17029785
0.75805385	0.00000000	0.60127151	0.20247388	0.78054979	0.17334164	0.17176248	0.80000719	0.18979505	0.09294646	0.14704833	0.09775547	0.16141984	0.76545393	0.02897550	0.23647311	0.08047043	0.21833162	0.77901027	0.08718497	0.14554202	0.30456831	0.75691755	0.05995073	0.75773238	0.75703278	0.74674570	0.75042262	0.78008544	0.60198793	0.78473356	0.83341071	0.79353257	0.71954106	0.21092710	0.77900451	0.61385600	0.76237968	0.17123143	0.76961485	0.18042285	0.75539644	0.61049660	0.65762386	0.12877725
0.61969093	0.60127151	0.00000000	0.23756838	0.64218687	0.12523988	0.58861503	0.66164427	0.12090769	0.08372372	0.61708822	0.60795495	0.09103766	0.62709101	0.59491186	0.65971948	0.19543020	0.07845635	0.64064735	0.18922010	0.62376284	0.23735708	0.61855463	0.60886071	0.61936946	0.61866987	0.60838278	0.61205970	0.64172252	0.46362502	0.64637064	0.69504779	0.65516965	0.58117814	0.21000184	0.64064159	0.07314661	0.62401676	0.05837421	0.63125193	0.61101379	0.61703352	0.47213368	0.16760396	0.12069301
0.78187146	0.20247388	0.23756838	0.00000000	0.80436740	0.13441508	0.75079556	0.82382480	0.10088561	0.18636279	0.08519746	0.09986268	0.81326959	0.78927155	0.14476430	0.14026485	0.18269828	0.05084002	0.80282788	0.20868912	0.17862224	0.22317488	0.78073517	0.18444088	0.78154999	0.78085040	0.77056332	0.77424023	0.80390305	0.62580555	0.80855118	0.85722832	0.81735019	0.26385282	0.14572095	0.80282212	0.20306282	0.20575371	0.22804789	0.79343246	0.12105573	0.77921405	0.16495989	0.25375026	0.13160822
0.11602221	0.78054979	0.64218687	0.80436740	0.00000000	0.79044349	0.76789331	0.07757441	0.20133342	0.80814597	0.79636650	0.78723322	0.83036734	0.16008100	0.77419013	0.83899776	0.82015216	0.82722832	0.20738326	0.78952305	0.31742698	0.80415610	0.19519005	0.78813898	0.09182375	0.10932423	0.78766106	0.14719942	0.11917028	0.14215224	0.12116689	0.23236716	0.06858416	0.76045642	0.80842926	0.07318181	0.65477136	0.80329504	0.76227285	0.13353850	0.79029207	0.16024148	0.65141195	0.69853922	0.20029532
0.76794755	0.17334164	0.12523988	0.13441508	0.79044349	0.00000000	0.20349476	0.80990089	0.14415792	0.13081287	0.10118287	0.09692132	0.79934567	0.77534763	0.12307998	0.24075828	0.16380956	0.17747839	0.78890397	0.00164512	0.08890857	0.17573969	0.76681125	0.31669037	0.76762608	0.76692648	0.75663940	0.76031631	0.78997913	0.61188163	0.79462726	0.84330441	0.80342627	0.72943475	0.77740760	0.78889820	0.62374969	0.28958598	0.17780109	0.77950854	0.09243677	0.76529014	0.62039029	0.66751756	0.14957157
0.74539737	0.17176248	0.58861503	0.75079556	0.76789331	0.20349476	0.00000000	0.78735071	0.22596247	0.13219649	0.08078231	0.73366138	0.77679550	0.75279745	0.06515620	0.78542592	0.76658032	0.18856769	0.76635379	0.09032885	0.22146182	0.75058426	0.74426107	0.20646179	0.74507590	0.74437630	0.73408922	0.73776614	0.76742895	0.58933145	0.77207708	0.82075423	0.78087609	0.70688458	0.20570792	0.76634803	0.19885305	0.74972320	0.70870101	0.75695837	0.25506289	0.74273996	0.59784011	0.64496738	0.10471855
0.15373359	0.80000719	0.66164427	0.82382480	0.07757441	0.80990089	0.78735071	0.00000000	0.09805860	0.82760337	0.81582390	0.80669062	0.84982474	0.19298759	0.79364753	0.85845516	0.83960956	0.84668572	0.16905220	0.80898045	0.18157502	0.82361350	0.09816531	0.80759639	0.12525422	0.17185399	0.80711846	0.19313209	0.14474365	0.18070335	0.16381921	0.13910838	0.10771791	0.77991382	0.82788667	0.07285448	0.67422876	0.82275244	0.78173026	0.16716103	0.80974947	0.14890257	0.67086936	0.71799662	0.14336509
0.23299193	0.18979505	0.12090769	0.10088561	0.20133342	0.14415792	0.22596247	0.09805860	0.00000000	0.13052858	0.18511052	0.17623354	0.18894176	0.26024741	0.23169675	0.17411246	0.17021717	0.19833904	0.20922725	0.14179124	0.11266897	0.12296016	0.18565226	0.14192425	0.27526935	0.78537204	0.18795538	0.26523864	0.20844850	0.31884067	0.19652388	0.18803006	0.21666046	0.13942317	0.09107064	0.21893309	0.16306062	0.22676204	0.09975372	0.24672073	0.18627752	0.78373570	0.10562864	0.19677885	0.12283706
0.78565003	0.09294646	0.08372372	0.18636279	0.80814597	0.13081287	0.13219649	0.82760337	0.13052858	0.00000000	0.10617914	0.15181202	0.16023892	0.79305011	0.06141565	0.21514230	0.11000602	0.11056675	0.80660645	0.11711973	0.11020941	0.07312397	0.78451373	0.25652345	0.78532856	0.78462896	0.13218801	0.77801879	0.80768161	0.62958411	0.81232974	0.86100689	0.82112875	0.13887608	0.16372671	0.80660068	0.10910535	0.28531040	0.07395161	0.79721102	0.10694927	0.78299262	0.63809277	0.03343502	0.12945606
0.77387056	0.14704833	0.61708822	0.08519746	0.79636650	0.10118287	0.08078231	0.81582390	0.18511052	0.10617914	0.00000000	0.08964340	0.11739068	0.78127064	0.10814117	0.12897187	0.23900907	0.10328712	0.79482698	0.10022221	0.18685159	0.19492765	0.77273426	0.26834127	0.77354909	0.77284949	0.20814749	0.76623932	0.79590214	0.61780464	0.80055027	0.84922741	0.80934928	0.25405033	0.22920247	0.79482121	0.62967270	0.16232386	0.22365097	0.78543155	0.22661796	0.77121315	0.62631330	0.67344057	0.12233482
