0.00000000	0.98401338	0.95421625	0.98621353	0.03449865	0.98239148	0.95540174	0.03953832	0.97915320	0.98684322	0.98779537	0.98625044	0.99047390	0.02821400	0.98459456	0.94010051	0.98826214	0.98915298	0.98929716	0.03928695	0.98369280	0.98010675	0.98528264	0.04207524	0.98254434	0.02323174	0.96517723	0.94434224	0.03796198	0.96195464	0.98135460	0.03041233	0.01997621	0.02036529	0.02470004	0.95131047	0.05098078	0.02768938	0.94212105	0.97081268	0.95316599	0.98107818	0.02262440	0.95966903	0.98251897	0.04154425	0.03480937	0.97991175	0.04325466	0.96360026	0.96256406	0.95016065	0.03536568	0.02853746	0.03818076	0.93968426	0.96655394	0.95675239	0.97768353	0.97824752	0.97467389	0.97160404	0.03727818	0.03364617	0.97930144	0.02528956	0.94709683	0.94602777	0.03275733	0.94333231	0.96087241	0.97623888	0.95583170	0.94283577	0.93377454	0.96776222	0.04660692
0.98401338	0.00000000	0.95513645	0.06032212	0.98481523	0.04714327	0.06319889	0.98758528	0.04701509	0.06510843	0.06527676	0.04566674	0.06684885	0.98344611	0.04059438	0.94102071	0.05534220	0.07057338	0.08162151	0.98465815	0.03425029	0.04400410	0.06215450	0.98099674	0.06310425	0.97970846	0.06959294	0.94526244	0.97937640	0.06109422	0.98227480	0.97847116	0.98581506	0.97665484	0.98619051	0.95223066	0.99471621	0.98687233	0.06110405	0.05976063	0.95408619	0.05711439	0.94842308	0.06281314	0.06508017	0.96764631	0.98325493	0.06358610	0.95149406	0.96452046	0.05999059	0.06168642	0.97699725	0.95214585	0.96192803	0.05000968	0.06010712	0.06454954	0.05284176	0.05561965	0.05435320	0.06470108	0.96271817	0.97042842	0.04402538	0.97177104	0.05024094	0.94694797	0.95697781	0.94425251	0.96179261	0.05301939	0.07481470	0.01977445	0.93469474	0.07384633	0.05554435
0.95421625	0.95513645	0.00000000	0.04375151	0.95501811	0.06784874	0.92652481	0.95778815	0.05454156	0.01612892	0.06952401	0.06579799	0.04828860	0.95364898	0.95571763	0.91122358	0.07744802	0.07242913	0.04033028	0.95486102	0.95481588	0.06063505	0.03156593	0.95119961	0.06800159	0.94991134	0.03052861	0.91546531	0.94957928	0.93307772	0.03173974	0.94867404	0.95601793	0.94685772	0.95639339	0.92243354	0.96491909	0.95707521	0.91324412	0.03341620	0.01525682	0.04696794	0.91862595	0.93079210	0.05931865	0.93784919	0.95345781	0.04763986	0.92169694	0.93472333	0.93368713	0.92128372	0.94720013	0.92234872	0.93213090	0.91080733	0.93767701	0.92787546	0.94880661	0.94937059	0.05049282	0.03369487	0.93292104	0.94063130	0.95042451	0.94197391	0.91821990	0.91715084	0.92718069	0.03251819	0.93199549	0.02754721	0.92695477	0.91395885	0.90489762	0.03358166	0.04419110
0.98621353	0.06032212	0.04375151	0.00000000	0.98701538	0.06435463	0.05948933	0.98978543	0.02824732	0.06310602	0.05749771	0.07825141	0.05829776	0.98564626	0.06218370	0.06128366	0.04218673	0.05103764	0.03600786	0.98685830	0.05262177	0.03965291	0.06574800	0.98319689	0.05305822	0.98190861	0.03965389	0.01820765	0.98157656	0.06343056	0.06537380	0.98067131	0.98801521	0.97885499	0.98839066	0.03617144	0.99691636	0.98907248	0.01841315	0.05624320	0.06689191	0.05729164	0.95062323	0.06220911	0.05775945	0.96984646	0.98545508	0.05406723	0.95369421	0.06455096	0.04465334	0.06268622	0.97919740	0.95434600	0.96412818	0.94280461	0.04511344	0.04821272	0.04143206	0.04344007	0.04556093	0.04798114	0.96491832	0.97262857	0.05758200	0.97397119	0.05118442	0.04595618	0.95917796	0.03185942	0.03249094	0.04397270	0.02778921	0.05438059	0.04531936	0.06511088	0.03881795
0.03449865	0.98481523	0.95501811	0.98701538	0.00000000	0.98319334	0.95620359	0.02628026	0.97995506	0.98764508	0.98859722	0.98705230	0.99127576	0.03810373	0.98539641	0.94090236	0.98906400	0.98995483	0.99009902	0.04357958	0.98449466	0.98090860	0.98608450	0.03773094	0.98334619	0.02960066	0.96597909	0.94514410	0.02786307	0.96275650	0.98215646	0.03315511	0.03732951	0.03547345	0.03926550	0.95211232	0.03979809	0.02467437	0.94292290	0.97161453	0.95396785	0.98188003	0.02601731	0.96047089	0.98332082	0.02839270	0.02223418	0.98071360	0.04080470	0.96440212	0.96336591	0.95096250	0.03217798	0.02991528	0.04198554	0.94048611	0.96735579	0.95755424	0.97848539	0.97904937	0.97547575	0.97240590	0.03891710	0.03660843	0.98010329	0.03398714	0.94789868	0.94682963	0.03227336	0.94413417	0.96167427	0.97704073	0.95663355	0.94363763	0.93457640	0.96856408	0.04675082
0.98239148	0.04714327	0.06784874	0.06435463	0.98319334	0.00000000	0.05819556	0.98596339	0.04957934	0.06654775	0.05524826	0.04663787	0.06338444	0.98182421	0.04637834	0.93939881	0.06673601	0.05835435	0.06048018	0.98303626	0.01861516	0.03852823	0.04622139	0.97937484	0.06749078	0.97808657	0.04482809	0.94364055	0.97775451	0.05702878	0.09498709	0.97684927	0.98419317	0.97503295	0.98456862	0.04496671	0.99309432	0.98525044	0.94141936	0.05473308	0.95246430	0.05305416	0.94680119	0.04113958	0.06277014	0.96602442	0.98163304	0.04689965	0.94987217	0.96289857	0.07992517	0.05788343	0.97537536	0.95052396	0.96030614	0.01419667	0.06561914	0.07411349	0.06805542	0.06522136	0.06576917	0.07932682	0.96109628	0.96880653	0.03654974	0.97014915	0.02703179	0.94532608	0.95535592	0.05696480	0.96017072	0.05890977	0.03751758	0.02599643	0.04740704	0.04790059	0.05095465
0.95540174	0.06319889	0.92652481	0.05948933	0.95620359	0.05819556	0.00000000	0.95897364	0.03667334	0.06166654	0.04426334	0.07289319	0.04653409	0.95483447	0.07496592	0.91240907	0.07272379	0.05562619	0.07221129	0.95604651	0.04225393	0.04044307	0.02767688	0.95238510	0.95485290	0.95109683	0.03361448	0.91665080	0.95076477	0.02614230	0.07172596	0.94985952	0.95720342	0.94804321	0.95757887	0.02711454	0.96610458	0.95826070	0.91442961	0.02550882	0.92547455	0.02547021	0.91981144	0.03765420	0.01582643	0.93903468	0.95464329	0.07028311	0.92288243	0.93590882	0.04920681	0.92246921	0.94838562	0.92353421	0.93331639	0.03005562	0.93886250	0.92906095	0.06805490	0.95055608	0.05265906	0.04958921	0.93410653	0.94181679	0.05510551	0.94315940	0.91940539	0.03639913	0.92836617	0.91564087	0.93318097	0.02854312	0.03283611	0.91514434	0.90608311	0.02516387	0.03161601
0.03953832	0.98758528	0.95778815	0.98978543	0.02628026	0.98596339	0.95897364	0.00000000	0.98272511	0.99041512	0.99136727	0.98982235	0.99404581	0.04165933	0.98816646	0.94367241	0.99183405	0.99272488	0.99286907	0.03771591	0.98726471	0.98367865	0.98885455	0.02936881	0.98611624	0.03738741	0.96874913	0.94791415	0.03532777	0.96552655	0.98492651	0.03708929	0.03879714	0.04080654	0.04286379	0.95488237	0.03949491	0.03057343	0.94569295	0.97438458	0.95673790	0.98465008	0.04748420	0.96324093	0.98609087	0.03945927	0.02584704	0.98348365	0.02867178	0.96717217	0.96613596	0.95373255	0.03851488	0.03623874	0.03988805	0.94325616	0.97012584	0.96032429	0.98125544	0.98181942	0.97824579	0.97517595	0.03882765	0.04378062	0.98287334	0.03612828	0.95066873	0.94959967	0.03003097	0.94690422	0.96444432	0.97981078	0.95940360	0.94640768	0.93734645	0.97133413	0.03533022
0.97915320	0.04701509	0.05454156	0.02824732	0.97995506	0.04957934	0.03667334	0.98272511	0.00000000	0.05089101	0.04784689	0.05507272	0.04234356	0.97858593	0.06453561	0.03374633	0.04254579	0.04576234	0.04799933	0.97979797	0.04677986	0.03395408	0.03813066	0.97613656	0.04815722	0.97484829	0.03077774	0.02429266	0.97451623	0.03301816	0.04924131	0.97361099	0.98095488	0.97179467	0.98133034	0.02392449	0.04684904	0.98201216	0.02962324	0.03370830	0.03900741	0.03307944	0.94356290	0.03759042	0.03499679	0.96278614	0.97839476	0.04697095	0.94663389	0.04215524	0.03860162	0.03894971	0.97213708	0.94728568	0.95706786	0.93574428	0.04342751	0.04704072	0.04274474	0.04610545	0.04563070	0.03851930	0.95785799	0.96556825	0.04571806	0.96691087	0.02741570	0.04222582	0.95211764	0.03697813	0.01430655	0.03743980	0.02234688	0.05104888	0.92983457	0.03713773	0.03109558
0.98684322	0.06510843	0.01612892	0.06310602	0.98764508	0.06654775	0.06166654	0.99041512	0.05089101	0.00000000	0.06431715	0.06694963	0.06675445	0.98627595	0.05980029	0.02788339	0.06380911	0.06081816	0.05090034	0.98748799	0.08457056	0.06770983	0.03299663	0.98382658	0.05950332	0.98253831	0.03218326	0.94809228	0.98220625	0.04940179	0.06116231	0.98130101	0.98864490	0.97948469	0.98902036	0.07312331	0.99754606	0.98970218	0.02602819	0.03197567	0.01681602	0.04360290	0.95125292	0.05670949	0.05615610	0.97047616	0.98608478	0.06516876	0.95432391	0.05685859	0.08064829	0.07197349	0.97982710	0.95497569	0.96475787	0.94343430	0.05991985	0.06103910	0.05916103	0.06390410	0.05654706	0.03444919	0.96554801	0.97325827	0.08654699	0.97460088	0.95084687	0.06784061	0.95980766	0.04827854	0.07522803	0.02505190	0.05044571	0.94658582	0.93752459	0.03856423	0.04787534
0.98779537	0.06527676	0.06952401	0.05749771	0.98859722	0.05524826	0.04426334	0.99136727	0.04784689	0.06431715	0.00000000	0.06651590	0.06040470	0.98722810	0.06572523	0.06286550	0.05008258	0.06144154	0.06210589	0.98844014	0.05182800	0.04308527	0.06690568	0.98477873	0.07286874	0.98349046	0.06823499	0.94904443	0.98315840	0.07092212	0.05982235	0.98225315	0.98959705	0.98043683	0.98997250	0.06225603	0.05887807	0.99065432	0.94682324	0.06641321	0.06546344	0.06079105	0.95220507	0.06751956	0.06261184	0.97142830	0.98703692	0.01803529	0.95527605	0.06321259	0.08532905	0.02202195	0.98077925	0.95592784	0.96571002	0.94438645	0.05601965	0.05214990	0.05191906	0.05054015	0.05133983	0.07234451	0.96650016	0.97421042	0.08183397	0.97555303	0.05696293	0.01807613	0.96075980	0.94803450	0.06552386	0.06509064	0.06275780	0.94753796	0.93847673	0.05480261	0.04851269
0.98625044	0.04566674	0.06579799	0.07825141	0.98705230	0.04663787	0.07289319	0.98982235	0.05507272	0.06694963	0.06651590	0.00000000	0.04672716	0.98568317	0.06454842	0.06132057	0.07507150	0.06231092	0.06829372	0.98689521	0.03751871	0.05903866	0.08364897	0.98323380	0.10376440	0.98194553	0.08266868	0.94749951	0.98161347	0.96511191	0.05870336	0.98070823	0.98805212	0.97889191	0.98842758	0.95446773	0.03579075	0.98910940	0.94527831	0.07866580	0.06847634	0.07921877	0.95066014	0.06017817	0.05898123	0.96988338	0.98549200	0.07389883	0.95373113	0.02669602	0.04205698	0.06272314	0.97923432	0.95438291	0.96416510	0.03861735	0.07538781	0.07797245	0.06497073	0.06998583	0.07193289	0.07529798	0.96495523	0.97266549	0.05487919	0.97400811	0.04094942	0.94918503	0.95921488	0.94648958	0.96402968	0.05914323	0.95898896	0.02866438	0.93693181	0.07518477	0.05186409
0.99047390	0.06684885	0.04828860	0.05829776	0.99127576	0.06338444	0.04653409	0.99404581	0.04234356	0.06675445	0.06040470	0.04672716	0.00000000	0.98990663	0.06457772	0.94748123	0.05211014	0.04021829	0.05376424	0.99111867	0.06831953	0.05163639	0.05218104	0.98745726	0.05068297	0.98616899	0.04506809	0.03870631	0.98583693	0.05129401	0.03479613	0.98493169	0.99227558	0.98311537	0.99265104	0.04387886	0.03349159	0.99333286	0.94950177	0.05036845	0.07488090	0.05221005	0.95488360	0.05273701	0.04832563	0.97410684	0.98971546	0.06009037	0.95795459	0.02876522	0.01986860	0.02948576	0.98345778	0.95860637	0.96838855	0.06139917	0.05713966	0.05092023	0.05601333	0.04491107	0.04646904	0.05462835	0.96917869	0.97688895	0.07121904	0.97823157	0.04196693	0.07147129	0.96343834	0.06131861	0.05026439	0.04853034	0.04306023	0.95021650	0.94115527	0.04516351	0.03480409
0.02821400	0.98344611	0.95364898	0.98564626	0.03810373	0.98182421	0.95483447	0.04165933	0.97858593	0.98627595	0.98722810	0.98568317	0.98990663	0.00000000	0.98402729	0.93953324	0.98769487	0.98858570	0.98872989	0.02558126	0.98312553	0.97953948	0.98471537	0.02762141	0.98197707	0.03382384	0.96460996	0.94377497	0.02232907	0.96138737	0.98078733	0.02594717	0.03152682	0.02376232	0.02149968	0.95074320	0.04966138	0.03671513	0.94155378	0.97024541	0.95259872	0.98051091	0.01937168	0.95910176	0.98195170	0.05241141	0.03705475	0.97934448	0.02552422	0.96303299	0.96199679	0.94959338	0.02656488	0.02698484	0.01884865	0.93911699	0.96598667	0.95618512	0.97711626	0.97768024	0.97410662	0.97103677	0.02204702	0.01975528	0.97873416	0.02826300	0.94652955	0.94546050	0.02814475	0.94276504	0.96030514	0.97567161	0.95526443	0.94226850	0.93320727	0.96719495	0.04608253
0.98459456	0.04059438	0.95571763	0.06218370	0.98539641	0.04637834	0.07496592	0.98816646	0.06453561	0.05980029	0.06572523	0.06454842	0.06457772	0.98402729	0.00000000	0.05966469	0.07201810	0.06406784	0.05430075	0.98523933	0.05070007	0.06524232	0.08070131	0.98157792	0.07067461	0.98028965	0.07728418	0.94584362	0.97995759	0.06913263	0.06640155	0.97905234	0.98639624	0.97723603	0.98677169	0.95281185	0.99529740	0.98745352	0.94362243	0.06901965	0.06034398	0.06493886	0.94900426	0.96117041	0.08014904	0.96822750	0.98383611	0.08392789	0.95207525	0.06332102	0.08212824	0.95166203	0.97757844	0.95272703	0.96250921	0.94118564	0.07493227	0.06212041	0.06273928	0.07228750	0.07308778	0.05332373	0.96329935	0.97100961	0.06280087	0.97235222	0.94859821	0.94752915	0.95755899	0.06289649	0.07177902	0.02799760	0.07166726	0.02184275	0.93527592	0.07986918	0.05511964
0.94010051	0.94102071	0.91122358	0.06128366	0.94090236	0.93939881	0.91240907	0.94367241	0.03374633	0.02788339	0.06286550	0.06132057	0.94748123	0.93953324	0.05966469	0.00000000	0.06333227	0.05132422	0.06436729	0.94074528	0.94070013	0.93711408	0.03930901	0.93708387	0.93955167	0.93579560	0.92218456	0.90134957	0.93546354	0.02583893	0.93836193	0.93455829	0.94190219	0.93274198	0.94227764	0.90831780	0.95080335	0.94295947	0.89912838	0.02351112	0.01776858	0.02435263	0.90451021	0.03473916	0.03654533	0.92373345	0.93934206	0.93691908	0.90758120	0.92060759	0.91957139	0.90716798	0.93308439	0.90823298	0.91801516	0.89669159	0.92356127	0.91375972	0.05275366	0.93525485	0.04974402	0.02644172	0.91880530	0.92651556	0.93630877	0.92785817	0.90410416	0.90303510	0.91306494	0.90033964	0.91787974	0.02767015	0.03090183	0.89984310	0.89078187	0.03692264	0.02826705
0.98826214	0.05534220	0.07744802	0.04218673	0.98906400	0.06673601	0.07272379	0.99183405	0.04254579	0.06380911	0.05008258	0.07507150	0.05211014	0.98769487	0.07201810	0.06333227	0.00000000	0.05465567	0.05238522	0.98890692	0.05852397	0.05630398	0.04556443	0.98524550	0.05730740	0.98395723	0.04672342	0.03244276	0.98362517	0.06334426	0.06219759	0.98271993	0.99006383	0.98090361	0.99043928	0.04998944	0.04889415	0.99112110	0.03959968	0.05565549	0.07048804	0.06105487	0.95267185	0.96483800	0.06597388	0.97189508	0.98750370	0.05162605	0.95574283	0.05165394	0.06637178	0.05458381	0.98124602	0.95639462	0.96617680	0.94485322	0.02044283	0.02055169	0.01913375	0.01914855	0.01948588	0.05397829	0.96696694	0.97467719	0.06827711	0.97601981	0.95226579	0.95119674	0.96122658	0.06656408	0.05611051	0.05448210	0.04770808	0.94800474	0.93894351	0.03203302	0.04135436
0.98915298	0.07057338	0.07242913	0.05103764	0.98995483	0.05835435	0.05562619	0.99272488	0.04576234	0.06081816	0.06144154	0.06231092	0.04021829	0.98858570	0.06406784	0.05132422	0.05465567	0.00000000	0.05327365	0.98979775	0.06589394	0.06946307	0.06131697	0.98613634	0.02611870	0.98484806	0.05555643	0.06473622	0.98451600	0.06199251	0.05067929	0.98361076	0.99095466	0.98179444	0.99133011	0.04105834	0.99985581	0.99201193	0.04681960	0.06057863	0.07137888	0.06101017	0.95356268	0.96572883	0.05989239	0.97278591	0.98839453	0.06317142	0.95663366	0.06022418	0.05080291	0.05071121	0.98213685	0.95728545	0.96706763	0.05416853	0.05589350	0.02739425	0.05675645	0.04973116	0.04856675	0.01909008	0.96785777	0.97556802	0.05559359	0.97691064	0.05597885	0.95208757	0.96211741	0.05190687	0.03116002	0.06160853	0.04777875	0.94889557	0.03116325	0.04732852	0.04382061
