location	aarde	adem	appels	armen	auto's	baarden	bedden	benen	beenderen	beren (wild)	beurzen	bezems	bier	bijen	bladen	bladeren	bokken	bomen	bonen	boter	broeken	broers	broden	dagen	daken	damp	darmen	deeg	deuren	dingen	dieven	dochters	doeken	donder	dorst	draden	duiven	dweilen	eeuwen	eieren	einde	engelen	ezels	flessen	fruit	gal	ganzen	geld	gerst	glazen	god	goud	graven	gras	haken	hanen	haast	handen	haver	heren	hemden	hemel	hengsten	hoeden	holen	honden	honger	hooi	hopen	hoop (espoir)	horens	huizen	jongen	kaas	kaf	kalveren	kammen (1)	kamers	kanten	karren	kasten	katten	kermis	kersen	kervel	kinderen	klaver	kleden	klederen	knechten	knieen	koeien	kommen	konijnen	koorts	koper	kousen	kramp	lammeren	lampen	latten	leem	leugens	leden	liederen	lijken	lucht	magen	maanden	maten	marmer	mazelen	mei	melk	merg	meid	meubels	modder	moes	mossels	muizen	muren	naalden	negers	noten	ogen	oogst	paarden	paden	padden	Pasen	peren	pekel	peper	pijpen	planken	pleinen	ploegen (werktuig)	potten	regen	ribben	riet	rijst	ringen	rogge	rokken	rondes	rook	runderen	ruzies	sap	saus	schapen	schade	schimmel	schepen	schoenen	scholen	schuld	slijm	smeden	sneeuw	soep	spelden	sport (spel)	stallen	stenen	stoelen	stof (huisvuil)	stokken	straten	strepen	suiker	taarten	tafels	takken	tanden	tangen	tantes	tarwe	tenen	torens	tralies	trams	treinen	twijfel	uilen	vader	vaten	verf	vesten	veulens	vijgen	vingers	vissen	vlaggen	vlas	vlees	vlooien	vloeken	voeten	vogels	volk	vuur	wafels	wegen (1)	wijven	wijn	wol	woorden	zakken	zand	zee	zeep	zeilen	ziektes	zonen	aardig	arm	bezig	bitter	blauw	bleek	blind	blond	braaf	breed	bruin	diep	dik	dol	donker	doof	droog	dubbel	dun	duur	echt	eigen	enkel	fel	fijn	flauw	geel	gewoon	goed	gouden	grijs	groen	grof	groot	haastig	half	hard	heel	heet	heilig	hol	hoog	jong	juist	kalm	klein	koel	kort	koud	kreupel	krom	kwaad	laag	laat	lam	lang	lastig	ledig	licht	lomp	lui	mager	moe	mogelijk	nat	nieuw	open	oud	proper	raar	recht	rijk	rijp	rond	rood	scheef	scheel	scherp	schoon	schuw	simpel	slecht	slim	smal	stijf	stil	stom	stout	taai	tam	traag	vals	vast	veel	meer	ver	vers	vet	vol	vreemd	vrij	vroeg	vuil	warm	weinig	wijd	wild	wit	zacht	zeker	ziek	zilveren	zoet	zout	zuur	zwaar	zwart	bakken	barsten	beginnen	beven	bidden	bijten	binden	blazen	blijven	bloeden	bloeien	blozen	boren	bouwen	braden	branden	breien	brengen	buigen	dansen	denken	dienen	dooien	dopen	dorsen	draaien	dragen	dreigen	drinken	dromen	durven	duwen	eten	gaan	gapen	gebruiken	geloven	geraken	geven	halen	hangen	heffen	helpen	heten	hoesten	horen	houden	jagen	jeuken	kammen (2)	kennen	keuren	kiezen	kijken	kloppen (1)	kneden	koken	komen	kopen	kraken	krijgen	krimpen	kruipen	lachen	laten	leggen	leren	leunen	lezen	liggen	likken	lopen	luiden	luisteren	maken	menen	metselen	missen	moeten	mogen	noemen	pellen	piepen	proeven	raden	redden	rekken	rijden	roepen	roeren	ruiken	schaven	scheiden	scheppen	scheren	schieten	schrijven	schudden	schuiven	schuren	slaan	slijpen	sluiten	smelten	smeren	sneeuwen	slapen	spannen	sparen	spartelen	spelen	spreken	springen	spuiten	staan	stampen	steken	stelen	sterven	strooien	sturen (zenden)	tellen	temmen	timmeren	treffen	trouwen	vallen	vangen	varen	vechten	vieren	vinden	vliegen	voegen	voelen	volgen	vragen	vriezen	vrijen	wachten	wassen	wegen (2)	weken	wensen	werken	weten	wieden	willen	winnen	wippen	wonen	worden	wrijven	zeggen	zetten	zien	zuigen	zitten	zoeken	zorgen	zouten	zuchten	zwellen	zwemmen	geweest	zijn	gehad	hebben	doen	kloppen (2)	leven	breken	zwijgen	af	acht	achter	anders	best (bijw)	bij (vz)	boven	buiten	derde	dinsdag	donderdag	door	drie	duizend	elf	gaarne	genoeg	gisteren	hier	maandag	maart	morgen (demain)	negen	nog	noorden	nu	om	ons	ook	oosten	op	over	tegen	tien	tussen	twaalf	twee	tweede	twintig	veertig	vier	vijf	vijftig	voor	vrijdag	weer	weg	woensdag	zaterdag	zelf	zes	zeven	zeventig	zondag	zonder
Aalsmeer NH	ʔɒrde	ʔɒdəm	ʔapəls	ʔarəmə	ʔautous	bærdə	bɛdə	binə	binə	berə	børzə	beizəmps	bir	bajə	blɒjə		bɔkə	boumə	bonə	botər	brukə	brurs	brojə	daxə	dakə	damp	darəmə	deiχ	dørə	dɪŋə	diʋə	dɔχtərs	dukə	ʔəndɔndər	dɔɼt		dʌɥwə	dʋailə	ʔeuwə	ʔɒiərə	ʔaində	ʔɛŋələ	ʔeizəls	flɛsə	frʌɥt	χal	χazə	xɛlt	χɔɼt	χlazə	xɔt	χaut	χraʋə	χras	ɦeikə	ɦanə	ɦeist	ɦandə	ɦaʋər	ɦerə	ɦɛmdə	ɦeiməl	ɦɛŋkstə	ɦudə	ɦɔlə	ɦɔndə	ɦɔŋər	ɦoi	ɦoupə	ɦoup	ɦorəns	ɦʌɥzə		keis	kaf	kaləʋə	kamə	kamərs	kɒntə	karə	kastə	katə	kɛrəmɪs	kɔɼsə	kɛrəʋəl	kaindərs	klaʋər	kleidə	klerə	knɛxs	knɪjə	kujə	kɔmə	kənainə	koɼ	koupər	kausə	kramp	lamə	lampə	latə	leim	løɥɣəs	leijə	lidərə	lɒikə	loxt	maʁə	mandə		marəmər	mazələ	mai	mɛlək	mɛrəx	ʔəmmɒit	møɥbələ	mɔdər	mus	mɔsələ	mʌɥzə	mʏrə	nældə	neixərs	nøɥtə	ʔouχə	ʔoχst	pærdə	pajə	padəs	pasə	perə	ʔəmpeikəl	peipər	paipə	plaŋkə	plainə	pluɣə	pɔtə	reiɣə	rɪbə	rit	raist	rɪŋə	rɔɣə	rɔkə	rɔndəs	rouk		rʏzis	sɔp	saus	sxæpə	sxadə	sxɪməl	sxeipə	sxunə	sxolə	sxolt	slaim	smɪts	snʏʔ	sup	spɛldə	spɔrt	stalə	stinə	stulə		stɔkə	streitə	streipə	sʌɥkər	tartə	tafəls	takə	tɒndə	taŋə	tantəs	tarəwə	teijə	torəs	tralis	trɛmə		twaifəl	ʔʌɥlə	fadər	fatə	førəf	fɛstə	føləs	faiɣə	fɪŋərs	fɪsə	flɒɣə	flas	flɒs	flojə	flukə	futə	foɣəls	fɔlək	fʏr	wafəls	weiɣə	waiʋə	wain	wɔl	wordə	zakə	zant	zei	zeip	zailə	ziktəs	zøɥs	ʔardəx	ʔarəm	beizəx	bɪtər	blæu	bleik	blɪnt	blɔnt	braf	breit	brʌɥn	dip	dɪk	dɔl	dɔŋkər	douf	droux	dobəl	don	dir	ʔɛχt	ʔaiɣə	ʔɛŋkəl	fɛl	fɒin	flers	χel	χəwøɥn	χut	χaut	χrais	χrun	χrɔf	χrot	ɦeistəx	ɦaləf	ɦard	ɦel	ɦeit	ɦailəx	ɦɔl	ɦouχ	jɔŋ	jʌɥst	kaləm	klɒn	kul	kɔrt	kaut	krøɥpəl	krɔm	kweit	lɒx	lɒt	lam	laŋ	lastɨx	leix	lɪxt	lɔmp	lʌɥ	maɣər	mui	mouɣələk	nat	not	ʔoupə	ʔaut	proupər	rar	rɛxt	raik	raip	rɔnt	rot	sxif	sxel	sxarəp	sxon	sxʏw	sɪmpəl	slɛxt	slɪm	smal	staif	stɪl	stɔm	staut	taj		trax	fals	ʋast	føɥl	mer	fɛr	fɔɼ	fɛt	fɔl	freimt	frai	frux		warəm		wait	wɪlt	wɪt	zaxt	zeikər	zik	zɪləʋər	zut	zaut	zʏr	zwær	zwart	bɒkə	bɔɼtə	bəxɪnə	beiʋə	bɪdə	baitə	bɪndə	bleizə	blaiʋə	blujə		blouzə	borə	bauwə	brajə	brandə	brɒjə	brɛŋə	bʌɥɣə	dɒsə	dɛŋkə	dinə	dojə	doupə	dɔɼə	drɒjə	draɣə	draiɣə	drɪŋkə	droumə	dorəʋə	dauwə	ʔeitə	xæn	xapə	xəbrʌɥkə	louwə	rakə	xeiʋə	ɦalə	ɦaŋə	ɦɛfə	ɦɛləpə	ɦeitə	ɦustə	ɦorə	ɦauwə	jaɣə	jokə	kamə	kɛnə	kørə	kizə	kaikə	klɔpə	knejə	koukə	kɔmə	koupə	krakə	kraiɣə	krɪmpə	krʌɥpə	lɒxə	leitə	lɛɣə	lerə	løɥnə	leizə	lɛɣə	lɪkə	loupə	lʌɥjə	lʌɥstərə	makə	meinə	mɛsələ	mɪsə	mutə	maɣə	numə	pɛlə	pipə	pruwə	rɒjə	rɛdə	rɛkə	raijə	rupə	rurə	rʌɥkə	sxaʋə	sxaijə	sxɛpə	sxerə	sxitə	sxraiwə	sxodə	sxaiwə	sxʏrə	slæn	slaipə	slʌɥtə	smɛltə	smerə	snʏwə	sleipə	spanə	sparə	spartələ	spølə	spreikə	sprɪŋə	spʌɥtə	stæn	stampə	steikə	stelə	storəʋə	strojə	stirə	tɛlə		tɪmərə	trɛfə	trauwə	ʋɒlə	fɒŋə	farə	fɛxtə	firə	fɪndə	fliɣə	fuɣə	ʋulə	fɔləɣə	fraɣə	frizə	fraijə	wɒxtə	wasə	weiɣə	weikə	wɛsə	wɛrəkə	weitə	waijə	wɪlə	ʋɪnə	ʋøpə	ʋøɥnə	ʋɔrə	fraiwə	zɛɣə	zɛtə	zin	zʌɥɣə	zɪtə	zukə	zørəɣə	zautə	zoxtə	zwɛlə	zwɛmə	xəweist	weizə	xəɦɒt		dun	klɔpə	leiwə	breikə	zwaiɣə	ʔɔf	ʔɒxt	ʔɒxtər	ʔarə	bɛst	bai	bouwə	bʌɥtə	dʌrdə	dɪnzdax	dɔndərdax	dør	dri	dozənt	ʔɛləf	xrax	xənoyx	xøstərə	ɦir	mandax	mært	mørəxə	neiɣə	nɔx	nordə	nʏ	ʔɔm	ʔɔs	ʔɔk	ʔostə	ʔɔp	ʔɔuwər	tøɥɣə	tin	tosə	twaləf	twi	twidə	twɪntəx	fertəx	fir	faif	faiftəx	før	fraidax	wer	wɛx	wøɥnəzdax	zatərdax	zɛləf	zɛs	zøɥwə	zøɥwəntəx	zøndax	zɔndər
Appelscha Fr - Appelskea Fr	iədə	ʔɑdəm	ʔɑpɵɫs	jɛɾəms	ɑutos	bɑdn	bɛdn			bɪrɵn		biəzəms	biər	bɛin	blɛdn	blɛdn		bjɛm	bjɛn	butəɾ	bɾʉkŋ	bɾuəs	brɪdn	daɡŋ	dʌkŋ	dʌmp	tɛrms	deix	dvɑɾn	dɪŋ	diəvm		dukŋ	dɔndər	tʊəst	trɪdn	doudn	dʋɛɪlən	ʔewən	ʔɑin	ɛində	ɪŋəls	ezɫs	flɛsn	frœyt	xɒɫ	xɒzn	jɪlt	xɑst	xlɛzɵn	xɒt	xɒut	xɾɑʋɵn	xjɛs	ɦɛkŋ	ʋjɑn		ɦɒn	jɑuwər	ɦɪərn	ɦɪm	ɦeiməɫ	ɦɪŋsn	ɦɔdn	ɦɔəɫn	ɦʊn	ɦɔŋər	ɦɪə		ɦoup	ʋjɑn	ɦuzn	jɔŋ	tsis	kɑf	kjɛln	kɑm	kɪəməs	kɒntɵn	kɑɾɵn	kɒstn	kɒtn		kjɛsn			kɫɑʋər	kledn	klɪən		knɪbəɫs	kɛi	kum	knin	kɔəts	kopəɾ		kɾɑmp	ɫɑmɵn	lampɵn	lɒtn	liəm	løɡŋs	leidn	liədn	ɫikŋ	ɫɵxt	mɑɣɵn	mɑndn	mɑtɵn	marmər		mɑijə	mɒɫkə	mɵrx		møbəɫs	mɒdər		mɔsɵɫs	muzn	mjɔɾn	nɵdɫs	neɣɵrs	nytn	eiɡŋ			pɑdn	pɔdn	pɪəskə	pɑɾn	pikəɫ	pepər	pipɵn	pɫɑŋkɵn	pɫɛin	pɫʉɣŋ	pɒtən	rɛin	rɪbɵn	rɛit	rist	rɪŋɵn	rɒɣə	rɒkŋ	rɔndɵn	reik		rʉʒəs	sɔp	saus	skjɪpm	skɪə	skɪməɫ	skɪpm	skvɔn	skʋɑɫn	sxɵlt	sɫim	smeidn	snie	sɒp	spɛdn	spɒt	stɒɫn	stjɪn	stʋɔɫn	stɒf	stɒkɵn	stɹɵtn	streipɵn	sʉkəɾ	tɑtɵn	tɑfɵɫs	tɑkɵn		tɑŋɵn		taɾəvə	tjɛn	tɔəɹns	traɫis	trɑm	trɛinɵn	tʋivəɫ	uəɫn		fɛtn	fɛrf	fɛstn	fjɑɫn	fiɣœn	fɪŋəɾs	fɪsn	fɫɑɣŋ	fɫɑs	fɫɛis	fliədn	fɫɔkŋ	fʋɔtn	fuɣəɫs	fʊɫək	fjuər	ʋɑfɵɫs	ʋeiɣŋ	ʋiʋm	ʋin	ʋɔɫ	ʋɵdn	sɛkɵn	sɒn	se	ʃɪpə	sɛiɫn	siktɵn	sʋɑn	ɑdəx	ɪəɹm	beizəx	bɪtəɾ	bɫɑu	bɫeik	blin	blɔnt	brɑf	breit	bɾyn	djɪp	dɪk		dɔŋkər	douf	dɾux	dubəɫ	tɪn	djuər	ɛxt	ɛiɡŋ	ɪŋkəl	fæɫ	fin	fɫɑʋ	xiəɫ	xəʋɔən	ɡuət	xɒudn	xris	xɾiən	xɾɒf	xɾøt	ɦɑstəx	ɦɪəɫ	ɦɵt	ɦiəɫ	jɪt	ɦɛiləx	ɦɒɫ	ɦyx	jʊŋ	jyst	kɒɫəm		kuəɫ	kʋat	kɒt	krøpəɫ	krum	kʋɪə	leix	lɛt	ɫɑm	ɫɑŋ	ɫɛstəx	leix	lɪxt	lɔmp	lʋɑj	meɣər		mouɣələk		nɛj	iəpm	ɒt		rɑr	rjɔxt	ɹik	ɹip	rɔun	rɪət	skeif	sxeɫ	sxɛɾəp	skjɪn	skyw		sɫjɔxt	sɫɪm	smɛɫ	stif	stɪɫ	stʊm	stɒut	tɑəj	tɑm	tɾɑx	fɒɫs	fɛst	fɔɫə	mɪər	fiər	fʋɑs	fɛt	fɔɫ	fɾɛmt	frɛi		fʉɫ	ʋɑrm		ʋit	ʋiɫt	ʋit	saxt	sekər	sik	sɪɫvəɾən	sʋiət	sɒət	suər	sʋiər	sʋɑt	bɑkɵn	bɑstə	bəɡjɪnə	beʋɵ	bɪdn	bitə	binə	bɫɑzə	bɫɯwə	bliədn	blɯijə		bjari	bɑuwə		bɹɒnə	bɾæidʒɵ	bɾɪŋə	buɣjə	douʃə	tɪŋkə	ʃɪjə	tɛijə	doupm	tɛskə	dɾɑiə	dɾaɣɵ	dɾɛiɣə	drɪnkən	dɾoumə			ʔitə	xɪənɵ	xɑpjə		xəlouʋə	rɛitʃən	jan	ɦɛljə	ɦɪŋjə	ɦɛfə		jɪtn	ʋjɑʃə	jɛɾə	ɦɒɾə	jɛijə	jɔkjə	kɪmjə	kɛn	kɵəɾə	kiəzə		kɫɒpjə	kneidə	kɔitsə		keipjə	krɛkjə	kɾɛijə	kɾɪmpə		lɑitsə	lɪtə	lɪzə	lɪəɾə	løn	lɛzə	lɪzə	lɪkə			lystrjə	mɛitsə	miənə	mɛtsljə	mɪsə	mɔtə	mɛijə	nɪəmə		pipjə	prɵuwə	ɹiədə	rɛdə	rɛkə	ridə	rɔpə	rɪəɾə	rɯkə	sxɑʋə	sxɛidn		skɪəɾə	ʃɵtə	skɾywə	skwɔdʒə	skowə	skjɪɾi	slɑn	slypjə	slɯtə	smæltə	smɑɾə	snɛijə	sɫiəpə	spɒnə	spɑɾi		spiljə	spɹɛkə	spɾɪŋə	spœytʃə		stɑmpə	stɛkə	stɛlə	stjɛɾə	stɾœyjə	stjuɾə	tælə		tɪmrjə	tɾɛfə	tɾɑuwə	fɒlə	faŋe	faɾə	fɛxtʃə	fiəɾə	finə	flɪənə	fuɣjə	fjɪljə	fɒɫɣjə		fɾiəzə	frɛijə	ʋɑxtʃə	ʋɒskjə	ʋeiɣə	ʋɛkjə	ʋeiskə	ʋɛrkən	ʋitə	vjɵdʒə	ʋɔlə	vɪnə	ʋɪpm	ʋɛijə	ʋɵrə	vrywə	sɪzə	sɛtə	ʃɛ	suɣjə	sɪtə	sikjə	swɑrɡjə	sɒtʃə	sɵxtʃə	sʋælə	sʋɛmə	bɪstoʋɛst	ʋɛzə	bɪstoʋɛst	ɦaβə	dʋan	klɔbjə	leiʋə	brɛkə	sʋɛijə	ʔɑu	ʔaxt	axtəɾ	ʊəs	bɛst	bei	boum	butn	tɾɛdə	tizdjə	tɔŋəʒə	trɔ	tɾæijə	tuznt	ʔæləf		xənɒx	jɵstər	jɪr	mɛndjə	mɪət		ɲɔɡŋ	nɒx	nɔədn	nou	ʔɔm	ʔys	ɪk	ətɔəsn	ɔp	uər	ʃɪn	tsiən	tɵsŋ	tɔləf	tʋɑ	tʋɑɾə	tʋɪntəx	fjɪtəx	fjɑuwəɹ	fif	fyftəx	fɔər	fɾeit	ʋɑr	ʋɛi	ʋɛʒə	sɑtrjə	sæləf	sɛis	sɔən	sɒntəx		sʊndər
Axel Ze	ɛ˞də	ɒsəm	ɑpəls	əɹəms	ʌutos	bɒ˞dn	bɛdn	beənn		bɪɾn		bezəms	biər	bii	blɒi	blɒrn	bɔkŋ	bomm	bonn	botɾ	brukən	bruɾs	broi	dɒɣə	dɒkŋ	dɑmpɦ	dɛrəmən	deəx	dɵɹn	dɪŋəɾs	divɱ	dɔxtəɾs	dukən	dɔndər	dɔstɦ	drɒi	dyvə		euə		ɛndə	ɛŋəll	ʔezəls	flɛsn	frʌyt	əɦɑlə	ɦazn	ɦɛlt	ɦɛstə	ɣlɒzn	xɔtɦ	xʌut	ɣravɱ	ɦɔs	ɦɒkŋ	ɦɒnn	ʔɔst	ɦɑnn	ʔɒvər	ɦɪɹn	ɦɛmn	eml	ɦɪŋstn	ɦui	ɦɔll	ɦɔnn	ʔɷŋər	oi	ɦopm	op	ɦo˞ns	ɦyzn	jɔŋərs	kɒs	kɑf	kɑləvərs	kɑmm	kɒməɾs	kɑntn	kɑrn	kɑsn	kɑtn	kɛrmɑsə	kɛsn	kɛrəvl	kɪndərs	klɒvər	kleɕis	kle	knɛxtn	kəni	kui	kɔmm	krninən	kosə	kopər	kɑusən	krɑmpə	lɑmərs	lɑmpm	lɑtn	lɪm	løɣəs	ledn		likŋ	lœxtɦ	mɒɣŋ	mɒnn	mɒtn	mɑrmər	mɒzəls	mɛiə	mɛləkɦ	mɛrəx	əmɛitɦ	møbəls	mɔdəɾ	mus	mɔsəls	mʏzn	myrn	nɒldn	neɣərs	notn	oɣŋ	ʊxstɦ	pɛdn	pɒii	pɑdn	pɒsn	pɪrn	pekl	pepər	pʏpm	plɑŋkŋ	plɛinn	pluɣŋ	pɔtn	əreɣə	rɪbm	ritɦ	rɪstɦ	rɪŋŋ	rɔɣə	rɔkŋ	rɔndəs	rokɦ	rɛndəɾs		sɔpɦ	sɑusə	sxɒpm	sxɒ	sxɪml	sxepm	sxunn	sxoll	sxɵltɦ	slɪm	sme	sneu	sʉp	spɛlən	spɔɹtɦ	stɑlən	steənn	stull	stɔf	stɔkŋ	strɒtn	strepm	sykr	tɒ˞tn	tɒfəls	tɑkŋ	tɑnn	tɑŋŋ	tɑntəs	tɛrəvə	tenn	toɹns	trɒlis	trɑmm	trɛin	tʋəfl	yll	əvɒdər	vɒtn	vɛrəvə	vɛstn	vøləs	fɪɣə	əvɪŋərs	vɪsn	vlɑɣə	vlɑs	vles	vloiən	vlukən	vutn	vøɣəls	vɔɫək	vir	ʋɒfəls	ʋeɣə	ʋəvə	ʋɪn	ʋɔɫ	ʋo˞dn	zɑkŋ	zɑntɦ	zeə	ziepə	zɛill	ziktəs	zønn	ɒrəx	ɛrəm	bezəx	bɪtəɾ	blɒu	bleik	blɪnt	blɔnt	brɒvə	breət	brʏn	dip	dɪk	dɔɫ	duŋkər	doɔf	droɣə		dənə	dirə	ɛxt	ɛiɣə	iŋkl	fɛl	fɪn	flɒu	ɣel	ɣəwon	ɣut	ɣʌut	ɣris	ɣrun	ɣrɔf	ɣroət	ɒstəx	ʔɑləf	ʔɑɹtɦ	jel	ʔeətɦ	ʔɛilɪx	ʔɔɫ	oɣə	jɔŋkɦ	jystɦ	kɑləm	klɛi	kuɫ	kɔ˞tɦ	kʌut	krepl	krɔm	kʋɒt	leɣə	lɒtə	lɑm	lɑŋkɦ	lɑstəx	lex	lɪxtɦ	lɔmpɦ	lʌy	mɒɣər	mux	moɣələkɦ	nɑtɦ	niu	opm	ʌutɦ	propər		rɛxtɦ	rikə	rɪpə	rɔnt	rot	sxeəf	sxel	sxɛrəpɦ	sxon	sxu	sɪmpɦl	slɛxt	slim	smɑl	stif	stɪlə	stɔm	stʌutɦ	tɒi	tɛm	trɒɣə	vɑls	fɑstɦ	ve	mɪr	vɛrə	vɒs	vɛt	vɔɫ	vrɛmtɦ	vri	vrux	vœɫ	ʋɛrəm	ʋɛinɪx	ʋit	ʋɪltɦ	ʋɪt	zɔxtə	zekər	zik	zɵləvrn	zutɦ	zʌut	zyr	zʋɒɹ	zʋɑɹtɦ	bʌkŋ	bɔstn	bəɣɪnn	bevə		bɪtn	bɪnn	blɒzn	blʏvə	bluin	blui	bløzn	boɹn	bʌuə	brɒi	brɑnn	brɛi	briŋŋ	bʏɣə	dɑsn	diŋkŋ	dinən	doiə	dopm	dɔsn	drɒiə	drɒɣə	drɛiɣə	drɪŋkən	dromm	dərəvm	dʌuən	etn	ɣɒn	ɣɒpm	xəbrykŋ	ɣəlovə	rɒkŋ	ɣevɱ	ʔɒll	ʔɑŋən	ʔɛfɱ	ʔɛləpm	ʔeətn	ʔustn	ʔoɾn	ʔʌuə	jɒɣə	jɔkŋ	kʌmm	kɛnn	kœ˞n	kizn	kikŋ	klɔpm	kne	kokŋ	kɔmm	kopm	krɒkŋ	kriɣŋ	krɪmpm	krʏpm	lɑxə	lɒtn	lɛɣə	lɪ˞n	lønən	lezn	lɛɣə	lɪkŋ	lopm	lyi	lʏstərn	mɒkŋ	menən	mɛtsln	mɪsn	mutn	møɣə	numm	pɛll	pipm	pruvə	rɒiən	rɛdn	rɛkən	riən	rupən	ru˞n	rykŋ	sxɒvn	sxɛii	sxɛpm	sxɛɾn	sxitn	sxɾivɱ	sxɵdn	sxyvɱ	sxy˞n	slɒn	slipm	slytn	smɔltn	smɛ˞n	sneuə	slɒpm	spɑnn	spɒɾn	spɑ˞tll	spell	sprekŋ	sprɪŋən	spœytn	stan	stɑmpm	stekŋ	steln	stɛrəvə	stroiə	stiɹn	tɛll	tɛmm	tɪmərən	trɛfə		vɑlən	vɑŋən	varən	vɛxtn	viɹn	vɪnn	vliɣə	vuɣə	vull	vɔləɣə	frɒɣə	vrizn		ʋɑxtn	ʋɑsn	ʋeɣə	ʋekŋ	ʋɛsn	ʋɛrəkŋ	ʋetn	ʋii	ʋɪll	ʋɪnn	ʋɪpm	ʋønən	ʔorən	vrivɱ	zɛɦə	zɛtn	zin	sɵɦə	zɪtn	zukŋ	zœrəɣə	zʌutn	zɵxtn	zʋɛll	zʋɛmm	xəʋɪstɦ	zɪn	xɑt		dun	klɔpm	levn	breɡŋ		ʔɑf	ʔɑxtə	ʔɑxtər	ʔɑndərs	bɛst	bi	bovn	bʏtn	dæ˞dn	disndɑx	dɔndəɹdɑx	dø	dri	dyznt	ɛləvə	ɦɛrn	xənuxt	ɦɛstrn	ir	mɒndɑx	mɛɹtə	mɛrəɣə	neɣə	nɔx	noɹdn	nu	ɔm	ɔs	ukɦ	oəstn	ɔpɦ	ovər	teɣə	tɦinə	tɵsn	tʋɒləvə	tʋə	tʋedn	tʋɪntɪx	fɪɹtɪx	virə	vʏvə	fʏftəx	fo		ʋe	ʋɛx	ʋʉzdɑx	zɒtə˞dɑx	zɛləf	sɛsə	zevənə	sevəntəx	zɔndɑx	zɔndər
