loc_ssize	word_ssize	corr
5	5	0.7250563203078353
5	5	0.5367096841590272
5	5	0.21627111578492433
5	5	0.6017447257095897
5	5	0.8229447438080985
5	5	-0.28612757543456524
5	5	-0.5644945559618758
5	5	0.4071631522659625
5	5	0.46418279444081256
5	5	0.15958767129209178
5	5	-0.18367990739206877
5	5	0.6376991353797736
5	5	-0.1482258680805304
5	5	0.8470296626176755
5	5	-0.04393602268253134
5	5	-0.33440813847233986
5	5	0.5565254352392357
5	5	0.32090064949945385
5	5	0.6118525984677357
5	5	-0.43343587555573465
5	5	0.9057336872181273
5	5	0.3390619199074366
5	5	0.524129322047808
5	5	-0.3219266134607663
5	5	-0.05529884753370181
5	5	0.36358667453359694
5	5	-0.48673234732921483
5	5	0.7312434812430112
5	5	0.4406327948743673
5	5	0.17415895451661842
5	5	0.893051956798332
5	5	-0.426702111056863
5	5	0.714851753251506
5	5	0.3262683715521139
5	5	-0.07252778719977117
5	5	0.8455860766872555
5	5	-0.08053453708054269
5	5	0.2187030031729817
5	5	0.6640341523171661
5	5	0.19957445995545434
5	5	0.2501409659317645
5	5	0.322046766723737
5	5	0.534996010841352
5	5	0.2599669941429677
5	5	0.5447778060709905
5	5	-0.19557922117730386
5	5	0.25221997105570154
5	5	-0.13812544802362714
5	5	0.5975808942044469
5	5	0.6828100433654685
5	5	0.8260521344702182
5	5	0.5083737266631961
5	5	0.41040390891055745
5	5	0.14262500907361583
5	5	-0.42187499063505174
5	5	0.44335963464646394
5	5	0.8483427590326326
5	5	0.9460663669736457
5	5	0.7036857336905646
5	5	0.0233377488488496
5	5	0.8575970841816937
5	5	0.12750829426017765
5	5	0.2550063740452625
5	5	0.0417942291097341
5	5	0.7339381773814244
5	5	0.4374913424299329
5	5	-0.12980176157383566
5	5	0.8574756843979693
5	5	0.11896893055638937
5	5	-0.10600516201382922
5	5	0.6694185186262788
5	5	0.7067086046612
5	5	0.4316188239264417
5	5	0.5615007096750256
5	5	0.11665368167191231
5	5	0.7063964945304364
5	5	0.7288073011718585
5	5	0.11196184132297025
5	5	-0.5753311621903989
5	5	-0.1730801758589496
5	5	0.06332663665592694
5	5	0.8091513675723905
5	5	0.3121202527027017
5	5	0.22206231097724421
5	5	0.3334239159087261
5	5	0.4020458156716303
5	5	0.721940726362292
5	5	0.6420393693690574
5	5	0.3681815070126062
5	5	0.0556084851442248
5	5	0.6204832730246616
5	5	0.10789788028084174
5	5	0.5551121079171787
5	5	0.4898435124089838
5	5	0.9200707238798124
5	5	0.6067312208053001
5	5	0.31244351126062453
5	5	-0.38615534247939304
5	5	0.4590603470087699
5	5	0.4864452083840415
5	10	0.6843292539739539
5	10	0.8601027741477824
5	10	0.3757507908085173
5	10	0.746001788585666
5	10	0.8720599693956368
5	10	0.6006321411594471
5	10	0.5180008850070649
5	10	0.522220100188597
5	10	0.2651884253291457
5	10	0.6220512096073458
5	10	0.14154347766206074
5	10	0.22320841055503404
5	10	0.9529304745003485
5	10	0.29935329581736103
5	10	0.9516605785804838
5	10	0.7351938901449162
5	10	0.5370895142179913
5	10	0.6825552866631975
5	10	0.6785896600288361
5	10	0.3996723574399727
5	10	0.5410528234616339
5	10	0.6577203172392411
5	10	-0.048653004064978474
5	10	0.7484258607288097
5	10	0.6679677573470613
5	10	0.3723855657530075
5	10	0.920855820713465
5	10	0.8084157084395691
5	10	0.6799807846389729
5	10	0.6664783445685397
5	10	0.12011501574084661
5	10	0.7796087504752138
5	10	0.9021138965679756
5	10	0.5988984908805188
5	10	0.5015723141163551
5	10	0.8202923155809487
5	10	0.5799999399526596
5	10	0.3768579581016789
5	10	0.05703724363561795
5	10	0.7316577325313712
5	10	0.38964688369001244
5	10	0.755370129915916
5	10	0.5194778409977144
5	10	0.4597486749446511
5	10	0.7188602989267083
5	10	-0.03883066324115218
5	10	0.5360187248249152
5	10	0.4002925746224802
5	10	0.49477968364118174
5	10	0.8511768351900767
5	10	0.24845790504907703
5	10	0.25932475182919074
5	10	0.2762609596928904
5	10	0.8458500697208085
5	10	0.6727968905533019
5	10	0.7351469440487568
5	10	0.216551190120999
5	10	0.1490063247088912
5	10	0.7285081608768291
