loc_ssize	word_ssize	corr
5	5	-0.17172009632015126
5	5	-0.31665354169256166
5	5	0.049390682849783284
5	5	-0.22324884075819515
5	5	-0.3141071696760779
5	5	-0.07833730986813074
5	5	0.047212384051762264
5	5	0.10576831864076075
5	5	-0.2361425163355429
5	5	0.10422523487777194
5	5	-0.10180801479932801
5	5	-0.20959424875422
5	5	-0.15079651798184304
5	5	-0.2201771008991227
5	5	-0.2762501170883039
5	5	-0.016434300084674693
5	5	0.020496932894806297
5	5	-0.14764532210563416
5	5	-0.2539042646620332
5	5	-0.20296060991496168
5	5	-0.1457317529745973
5	5	0.15757888532989983
5	5	-0.06978380142115706
5	5	-0.08259650282470454
5	5	-0.15447557498837894
5	5	-0.1756807453075641
5	5	-0.2793545847347504
5	5	-0.047012386259484326
5	5	-0.05597629682623211
5	5	-0.048751420830801605
5	5	0.010360679135205822
5	5	0.00039845768822919305
5	5	-0.2759793065993699
5	5	-0.33378289619416873
5	5	-0.14565922166349965
5	5	-0.31215238401087014
5	5	-0.1342786379081801
5	5	-0.2199709241938966
5	5	-0.0157844794848668
5	5	-0.05831061929121095
5	5	-0.08978101897598534
5	5	-0.09464635591741002
5	5	-0.06673936990729944
5	5	-0.3836749100831848
5	5	-0.18209512589358895
5	5	-0.006787673717976272
5	5	-0.0918536648550528
5	5	-0.005720849913406931
5	5	0.04139993716644902
5	5	-0.21285703515094068
5	5	-0.10245106173854097
5	5	-0.2057048053936615
5	5	-0.44303918036152046
5	5	-0.11026116202889517
5	5	-0.44918112656944625
5	5	-0.039216806349700366
5	5	-0.29993861246644554
5	5	0.21532887955246752
5	5	-0.21800854989408042
5	5	0.08940028894309826
5	5	-0.026495917790474426
5	5	-0.41754588826018796
5	5	0.033152081144982706
5	5	-0.011317159601058224
5	5	-0.2003092712460797
5	5	-0.4108571510513041
5	5	-0.0837038455408705
5	5	-0.0350943182833791
5	5	-0.25473021113227545
5	5	-0.17360531400481577
5	5	0.14680239953706267
5	5	-0.2464010133446881
5	5	-0.1690662407314621
5	5	-0.08024601720292204
5	5	-0.19824144559648577
5	5	0.009987250435969226
