loc_ssize	word_ssize	corr
5	5	0.7614102700154792
5	5	0.6742612033501933
5	5	0.8079868492708537
5	5	0.7612647120980282
5	5	0.7861407374305491
5	5	-0.049473300878343666
5	5	0.17823473096594059
5	5	0.8495425607675386
5	5	-0.14473937200649464
5	5	0.6097748522780774
5	5	0.7803037172885993
5	5	0.5285065489444007
5	5	0.3497154458469805
5	5	0.7995674201827612
5	5	0.40312291825723834
5	5	0.03873698286155354
5	5	0.9669736801912451
5	5	0.49711808645534106
5	5	0.8494726291583931
5	5	0.8810751392697181
5	5	0.6173297826814603
5	5	0.28571439709725616
5	5	0.5665426561178217
5	5	0.08233641717207635
5	5	0.46740821453995496
5	5	0.9243582354268339
5	5	-0.3305724459420274
5	5	-0.20427919691174506
5	5	0.815750744470173
5	5	0.9616330694253188
5	5	-0.015162410439510278
5	5	0.3849509132183165
5	5	0.8970410878370362
5	5	-0.16531237525888837
5	5	-0.17892040579848492
5	5	0.8937461137361395
5	5	0.8576369407456974
5	5	0.5256592583044637
5	5	0.8565683268718045
5	5	-0.3282253419529616
5	5	0.5966662728191934
5	5	-0.4418476377297926
5	5	0.7771903503910645
5	5	0.8278961862689485
5	5	0.10011028607277038
5	5	0.571278868322555
5	5	-0.03889159891647759
5	5	0.5488575438043655
5	5	0.757222242732109
5	5	0.031483199145445916
5	5	0.6563315109510797
5	5	0.10792882638152801
5	5	0.5740253698800694
5	5	0.5607209425614508
5	5	0.07259434526590393
5	5	0.5103229474318376
5	5	-0.04555660146096926
5	5	0.3223155914536634
5	5	0.6663010127952544
5	5	0.905443715727283
5	5	0.5875272361477527
5	5	0.546090155183852
5	5	0.48431536852738105
5	5	0.3829977737958985
5	5	0.6018009655438538
5	5	0.447475230980847
5	5	-0.5610357331350991
5	5	0.15159100160270123
5	5	0.6160136233932849
5	5	0.45569610530539945
5	5	0.19673365135986126
5	5	0.8673823081458129
5	5	0.5351828387149468
5	5	0.7160155856369186
5	5	0.5450932739127228
5	5	0.6359295282661811
5	5	0.03328410064276303
5	5	0.7279748343117902
5	5	0.6827635631851923
5	5	0.05044522334611165
5	5	-0.0015817507946830917
5	5	-0.3805842273779738
5	5	-0.29571758775088774
5	5	-0.18236192715687422
5	5	0.30629187479748377
5	5	-0.16313481635200006
5	5	0.7645104065107058
5	5	0.8212470612550498
5	5	0.25919149023532
5	5	0.44345334293692223
5	5	-0.22679246841881717
5	5	0.2384454956630645
5	5	0.662919960016375
5	5	0.7368414250636179
5	5	-0.10280122883059553
5	5	0.033273287328865586
5	5	0.44151064910667587
5	5	0.4108446690787219
5	5	0.43967707782502885
5	5	0.18040688981969238
5	10	0.5284755567478663
5	10	0.8995866491892663
5	10	0.4463138445862043
