0.00000	0.03995	0.04522	0.06140	0.03680	0.06069	0.03920	0.07061	0.03881	0.04621	0.03460	0.03883	0.05916	0.04001	0.06325	0.08388	0.02690	0.03430	0.02983	0.05284	0.04387	0.03915	0.04002	0.04670	0.05199	0.04534	0.05532	0.03558	0.06283	0.05452	0.02880	0.06067	0.03343	0.05197	0.04145	0.05365	0.05470	0.05400	0.05957	0.05115	0.04977	0.04121	0.03884	0.05729	0.05432	0.03847	0.04135	0.01477	0.03631	0.03243	0.04890	0.04468	0.05759	0.04281	0.06941	0.03990	0.06855	0.04432	0.04395	0.06220	0.03510	0.06415	0.05297	0.04521	0.04145	0.06923	0.04041	0.04684	0.04555	0.06527	0.03992	0.04519	0.08112	0.05616	0.05082	0.05980	0.04553	0.05944	0.04926	0.04279	0.03280	0.05041	0.05370	0.04202	0.03657	0.03542
0.03995	0.00000	0.04632	0.06557	0.04994	0.05680	0.04733	0.06786	0.04518	0.04927	0.05125	0.04958	0.05954	0.04538	0.06292	0.08164	0.04023	0.04450	0.04053	0.06783	0.04276	0.04720	0.04420	0.05069	0.04655	0.05323	0.05804	0.04534	0.06041	0.06269	0.04362	0.06396	0.04883	0.05083	0.04467	0.04682	0.05599	0.05483	0.05991	0.05031	0.04763	0.05267	0.04349	0.05969	0.05767	0.05346	0.03826	0.03894	0.04310	0.04607	0.03724	0.04641	0.05490	0.04837	0.06540	0.04872	0.05725	0.05085	0.04937	0.06639	0.04592	0.06936	0.06171	0.05387	0.04915	0.06435	0.05323	0.05373	0.05449	0.06572	0.03858	0.05360	0.08346	0.06134	0.05260	0.04999	0.05241	0.05564	0.05421	0.05276	0.03105	0.05887	0.04779	0.05060	0.04030	0.05023
0.04522	0.04632	0.00000	0.07315	0.04797	0.05184	0.04363	0.05610	0.04987	0.04367	0.05459	0.04157	0.03859	0.05473	0.07359	0.09048	0.04852	0.04131	0.05056	0.06181	0.03481	0.03403	0.03652	0.03511	0.05945	0.04651	0.05076	0.04419	0.06012	0.06174	0.04502	0.04875	0.05636	0.05129	0.05032	0.04413	0.05803	0.05796	0.05089	0.05047	0.05960	0.04821	0.04366	0.04197	0.04032	0.04672	0.05292	0.04542	0.06064	0.05367	0.05968	0.04355	0.05434	0.04710	0.06314	0.03158	0.07331	0.04596	0.04038	0.05594	0.05416	0.05240	0.05213	0.05237	0.04758	0.06587	0.05855	0.05607	0.03616	0.05984	0.04925	0.05786	0.06793	0.05621	0.04085	0.06174	0.04922	0.03803	0.05183	0.04960	0.04286	0.05723	0.05523	0.05776	0.04880	0.05410
0.06140	0.06557	0.07315	0.00000	0.07285	0.06748	0.07345	0.08024	0.07088	0.06568	0.07284	0.06697	0.07797	0.07747	0.05643	0.06935	0.06984	0.06704	0.06949	0.08013	0.06874	0.07194	0.07023	0.07853	0.04479	0.07651	0.07872	0.07324	0.06124	0.08612	0.07175	0.08251	0.07007	0.08253	0.07434	0.07401	0.08183	0.06158	0.05986	0.06902	0.04776	0.07662	0.07031	0.08634	0.07011	0.06581	0.07132	0.06319	0.06566	0.06953	0.04773	0.06983	0.08691	0.07551	0.07381	0.07011	0.04781	0.07498	0.07613	0.06817	0.07599	0.07530	0.08023	0.07841	0.07769	0.07665	0.07465	0.07973	0.08059	0.07421	0.07043	0.07530	0.09691	0.08360	0.06913	0.04479	0.07479	0.07580	0.07460	0.07484	0.06181	0.07872	0.06413	0.07904	0.07157	0.07611
0.03680	0.04994	0.04797	0.07285	0.00000	0.06102	0.03214	0.06594	0.04176	0.02029	0.04424	0.03195	0.05014	0.04265	0.06593	0.08651	0.04244	0.04905	0.03512	0.05469	0.03922	0.03605	0.02946	0.03832	0.06508	0.03576	0.03481	0.04305	0.06055	0.06016	0.04456	0.05649	0.03435	0.03703	0.03280	0.03175	0.05061	0.05327	0.06344	0.04024	0.06491	0.02734	0.03037	0.04930	0.04923	0.03754	0.04368	0.03879	0.03982	0.05055	0.06186	0.02773	0.03280	0.04407	0.06633	0.03829	0.08092	0.03150	0.03707	0.05744	0.04847	0.05501	0.04623	0.03850	0.03241	0.05522	0.04344	0.04784	0.04555	0.07042	0.04525	0.05015	0.07855	0.05706	0.04311	0.06694	0.04240	0.05316	0.03329	0.04321	0.03852	0.05423	0.05146	0.04684	0.02913	0.04044
0.06069	0.05680	0.05184	0.06748	0.06102	0.00000	0.06135	0.05680	0.06282	0.05546	0.06987	0.06091	0.06135	0.06613	0.05474	0.06752	0.06029	0.05793	0.06062	0.08455	0.05764	0.05602	0.05151	0.06259	0.05084	0.06595	0.06749	0.06630	0.05048	0.07631	0.06021	0.06969	0.07070	0.06314	0.07042	0.06240	0.07954	0.05641	0.05127	0.06298	0.05840	0.06471	0.05968	0.06751	0.06266	0.06811	0.06912	0.06233	0.06725	0.06321	0.04974	0.05980	0.06573	0.06896	0.04543	0.05937	0.05206	0.06040	0.06177	0.05416	0.06941	0.07092	0.07234	0.07353	0.06469	0.07710	0.06625	0.06729	0.06385	0.05120	0.06288	0.06707	0.07922	0.07765	0.06077	0.04803	0.06562	0.06113	0.06613	0.06932	0.05360	0.07683	0.04643	0.07006	0.06326	0.07074
0.03920	0.04733	0.04363	0.07345	0.03214	0.06135	0.00000	0.06637	0.03510	0.03567	0.03854	0.04476	0.05026	0.04889	0.06813	0.09421	0.03837	0.03921	0.03214	0.05750	0.04123	0.03600	0.03777	0.03029	0.05883	0.04457	0.05319	0.03508	0.06808	0.06422	0.04270	0.05337	0.03769	0.03419	0.03347	0.04266	0.05653	0.05675	0.06342	0.04541	0.06109	0.02622	0.02511	0.06175	0.05557	0.04918	0.03814	0.03972	0.04100	0.04260	0.05769	0.02415	0.04573	0.04700	0.05786	0.03034	0.07844	0.02995	0.03033	0.05981	0.03901	0.06309	0.04621	0.05334	0.03883	0.06412	0.03845	0.05279	0.03055	0.06593	0.03809	0.04851	0.07763	0.05746	0.03147	0.06360	0.04921	0.05120	0.04050	0.04583	0.03743	0.05015	0.04949	0.05370	0.03022	0.04322
0.07061	0.06786	0.05610	0.08024	0.06594	0.05680	0.06637	0.00000	0.07515	0.06280	0.07681	0.07139	0.06262	0.08487	0.07156	0.08113	0.07060	0.07003	0.07056	0.08537	0.05592	0.06176	0.06216	0.06076	0.07061	0.06748	0.07217	0.07616	0.06013	0.08317	0.06886	0.07463	0.07866	0.07707	0.07434	0.06695	0.08227	0.07539	0.05404	0.06965	0.07913	0.07301	0.06896	0.06827	0.05880	0.07822	0.07731	0.07299	0.07257	0.07778	0.06582	0.05575	0.07201	0.07456	0.05443	0.05883	0.07343	0.07249	0.06591	0.06458	0.07768	0.06521	0.08009	0.07947	0.07575	0.06407	0.07992	0.07737	0.06497	0.06047	0.06285	0.08578	0.07589	0.08562	0.06442	0.07292	0.07719	0.06549	0.07289	0.07509	0.06552	0.07776	0.05523	0.07690	0.07048	0.08158
0.03881	0.04518	0.04987	0.07088	0.04176	0.06282	0.03510	0.07515	0.00000	0.04663	0.04015	0.04926	0.06215	0.05282	0.06985	0.09180	0.04123	0.04787	0.04143	0.04582	0.05109	0.04176	0.03597	0.05130	0.05503	0.05314	0.05976	0.04426	0.07064	0.05673	0.04571	0.05954	0.04934	0.04393	0.05409	0.05272	0.04512	0.06388	0.07013	0.05036	0.05528	0.03574	0.03254	0.06589	0.06073	0.03484	0.05099	0.03947	0.05053	0.04561	0.05058	0.04600	0.05318	0.03177	0.06929	0.04557	0.07240	0.04045	0.03879	0.06952	0.04499	0.06993	0.04109	0.03907	0.03614	0.07693	0.04489	0.03581	0.04748	0.07040	0.05224	0.05677	0.08003	0.04180	0.04637	0.06077	0.03362	0.05953	0.04529	0.03108	0.03881	0.03577	0.05381	0.05351	0.04226	0.05061
0.04621	0.04927	0.04367	0.06568	0.02029	0.05546	0.03567	0.06280	0.04663	0.00000	0.04355	0.03708	0.05415	0.04230	0.07051	0.08083	0.04302	0.05032	0.03957	0.06239	0.03943	0.03103	0.02960	0.04145	0.06621	0.03670	0.02550	0.04603	0.05219	0.06516	0.05239	0.06224	0.03997	0.02896	0.04206	0.01045	0.05829	0.05888	0.05363	0.03726	0.06369	0.02116	0.03384	0.03882	0.04453	0.04577	0.04666	0.04839	0.04430	0.05334	0.06693	0.03196	0.01782	0.04450	0.06484	0.04180	0.08123	0.02481	0.03509	0.06190	0.05083	0.05728	0.05487	0.04159	0.03327	0.03174	0.04465	0.04803	0.05054	0.06437	0.04332	0.04768	0.07951	0.06095	0.04219	0.06517	0.04104	0.05251	0.02976	0.04170	0.03767	0.06229	0.05316	0.04961	0.03368	0.05036
0.03460	0.05125	0.05459	0.07284	0.04424	0.06987	0.03854	0.07681	0.04015	0.04355	0.00000	0.04386	0.06338	0.03235	0.06684	0.08586	0.03150	0.04314	0.03187	0.06187	0.05289	0.04607	0.04490	0.04707	0.05925	0.05270	0.05717	0.03910	0.07823	0.06304	0.03842	0.06629	0.03662	0.04396	0.04685	0.05445	0.05708	0.06084	0.07296	0.05221	0.06398	0.03691	0.03640	0.06686	0.06047	0.04661	0.04038	0.03350	0.04543	0.02520	0.05946	0.04957	0.06102	0.04583	0.06538	0.04764	0.07862	0.04306	0.04692	0.07127	0.02767	0.07142	0.05510	0.05416	0.04130	0.07243	0.02034	0.05363	0.04784	0.07680	0.04371	0.03476	0.08893	0.06048	0.04888	0.06494	0.05020	0.06503	0.04577	0.04399	0.04517	0.04973	0.06022	0.04569	0.04677	0.04676
0.03883	0.04958	0.04157	0.06697	0.03195	0.06091	0.04476	0.07139	0.04926	0.03708	0.04386	0.00000	0.05091	0.05401	0.06249	0.07992	0.04478	0.04376	0.04463	0.06080	0.03234	0.03709	0.03598	0.04099	0.05967	0.04423	0.04239	0.05225	0.05471	0.06206	0.04553	0.05938	0.04603	0.04598	0.04604	0.03967	0.05529	0.06425	0.05747	0.03899	0.05631	0.03729	0.03694	0.05107	0.04498	0.04051	0.04505	0.03928	0.04599	0.04960	0.05451	0.03786	0.05138	0.04769	0.06586	0.03806	0.06763	0.03963	0.04333	0.05783	0.05013	0.06627	0.06184	0.04457	0.04413	0.06810	0.04788	0.05200	0.04611	0.06219	0.04258	0.05123	0.08268	0.05890	0.04354	0.05747	0.04040	0.05051	0.04013	0.04726	0.03836	0.05367	0.04507	0.04827	0.04062	0.05749
0.05916	0.05954	0.03859	0.07797	0.05014	0.06135	0.05026	0.06262	0.06215	0.05415	0.06338	0.05091	0.00000	0.06755	0.07233	0.09302	0.05298	0.05035	0.05963	0.07039	0.04549	0.04974	0.05044	0.03572	0.06381	0.05818	0.06339	0.05705	0.06492	0.07286	0.05441	0.03995	0.06140	0.06289	0.05937	0.05812	0.06784	0.06904	0.05783	0.05303	0.07015	0.05948	0.05492	0.05497	0.04823	0.06284	0.05918	0.05753	0.06067	0.06174	0.06107	0.04621	0.06939	0.06383	0.06927	0.04103	0.07326	0.05526	0.05203	0.05975	0.06519	0.05241	0.06604	0.06459	0.06181	0.07154	0.06769	0.06254	0.04301	0.06354	0.05548	0.06533	0.06257	0.07016	0.04768	0.06808	0.06195	0.02648	0.05759	0.06399	0.05175	0.06329	0.05625	0.06463	0.05805	0.06728
0.04001	0.04538	0.05473	0.07747	0.04265	0.06613	0.04889	0.08487	0.05282	0.04230	0.03235	0.05401	0.06755	0.00000	0.06588	0.08843	0.03523	0.04611	0.03241	0.06811	0.05470	0.05527	0.04768	0.04764	0.06261	0.05869	0.05194	0.03977	0.07513	0.06349	0.04862	0.07099	0.04034	0.04335	0.04721	0.05128	0.05635	0.04966	0.07287	0.04855	0.06049	0.04692	0.04743	0.05860	0.06829	0.05471	0.04022	0.04169	0.04558	0.03026	0.06001	0.04765	0.04797	0.05641	0.06440	0.05844	0.07891	0.04619	0.05554	0.07426	0.03307	0.07564	0.05435	0.05818	0.04066	0.06683	0.03034	0.05105	0.05420	0.07925	0.04444	0.02358	0.09396	0.05989	0.05976	0.06570	0.05667	0.06288	0.04720	0.05501	0.04900	0.05833	0.06057	0.04268	0.04853	0.04529
0.06325	0.06292	0.07359	0.05643	0.06593	0.05474	0.06813	0.07156	0.06985	0.07051	0.06684	0.06249	0.07233	0.06588	0.00000	0.05051	0.06161	0.06211	0.06133	0.07788	0.06697	0.06869	0.06450	0.07313	0.04843	0.07285	0.07211	0.06810	0.06362	0.08387	0.06890	0.07890	0.06320	0.07220	0.06445	0.06691	0.07655	0.04941	0.06679	0.06707	0.05558	0.07204	0.06631	0.07910	0.06819	0.07028	0.06971	0.05829	0.06342	0.06917	0.05529	0.06543	0.07556	0.07208	0.06450	0.06950	0.05972	0.06895	0.07274	0.05939	0.06872	0.06411	0.07312	0.07198	0.06798	0.08187	0.06772	0.06857	0.07660	0.06617	0.06378	0.06901	0.09614	0.07808	0.06898	0.04226	0.06946	0.07908	0.06870	0.07075	0.05966	0.07757	0.05549	0.07220	0.06315	0.06702
