loc_ssize	word_ssize	corr
5	5	0.5375626547824143
5	5	0.1988797260890044
5	5	0.5936352128975311
5	5	0.661508939211685
5	5	0.6017439799707941
5	5	0.7018066599197962
5	5	0.27911736272080345
5	5	0.9705027161082594
5	5	0.7820802236674537
5	5	0.7184449373944386
5	5	0.48544242051914993
5	5	-0.07340792265763159
5	5	0.867927519276213
5	5	0.8132354392709301
5	5	0.6011176822371949
5	5	0.6639373039393645
5	5	0.4969446256877954
5	5	0.9063357992156615
5	5	0.7462627860974121
5	5	0.2123418055182584
5	5	0.8193441405504528
5	5	0.8062198907279778
5	5	0.6823163015174513
5	5	0.5208152677263564
5	5	0.8117794835895089
5	5	0.36733796414237296
5	5	0.9085404027825565
5	5	0.5821108550706104
5	5	0.3883895726748774
5	5	0.5434987781440125
5	5	0.5819277501009488
5	5	0.884454493654388
5	5	0.6260216792962576
5	5	0.41741139251917186
5	5	0.7946724614088819
5	5	0.6097413786516107
5	5	0.42673279747009424
5	5	0.11388702034292196
5	5	0.38698344212574776
5	5	0.8257506778420626
5	5	0.45314845368360807
5	5	0.7254023737835846
5	5	0.7990973693868976
5	5	0.6132889460595701
5	5	0.6885668029908466
5	5	0.897272731231075
5	5	0.6478830445176892
5	5	0.9086157815844143
5	5	0.4520978737891563
5	5	0.7111686869468371
5	5	0.5125922614975053
5	5	0.614299945110137
5	5	0.6926712594809924
5	5	0.12656345582115391
5	5	0.7998629570655298
5	5	0.7391012659364796
5	5	0.3271867360483335
5	5	0.5497283441206411
5	5	0.5538941179135699
5	5	0.7284512763536682
5	5	0.27705034977795506
5	5	0.8721403699130025
5	5	0.7076569653638574
5	5	0.9004679038402128
5	5	0.563413112157348
5	5	0.7754979215087761
5	5	0.4657406471541526
5	5	0.6368532037932619
5	5	0.5603088601339504
5	5	0.21902605147217763
5	5	0.9007183447020775
5	5	0.35823849285672993
5	5	0.36876984686490333
5	5	0.8307586237458036
5	5	0.2220176710533868
5	5	0.5452623426582606
5	5	0.35329260651967864
5	5	0.6270055454859855
5	5	0.23044020656390096
5	5	0.3708860793998142
5	5	0.70142836389195
5	5	0.7141652460442415
5	5	0.1459148840973015
5	5	0.350076264009307
5	5	0.8542408763237501
5	5	-0.007846174545447721
5	5	0.38724676358473475
5	5	0.18634129600968866
5	5	-0.0932335590952714
5	5	0.5106964184887355
5	5	0.48821406381679106
5	5	0.33232938145974705
5	5	0.8696718093040239
5	5	0.7985640738053734
5	5	0.7791942583561369
5	5	-0.07261221233940748
5	5	0.8726122681296272
5	5	0.8117030994857055
5	5	0.408093893015899
5	5	0.7142907900582839
5	8	0.900010811029661
5	8	0.801170771033099
5	8	0.6895662415012146
5	8	0.48663763711384006
5	8	0.6664985716687435
5	8	0.7572866881880568
5	8	0.9318695156562361
5	8	0.49464956607319327
5	8	0.8030336996498731
5	8	0.5670411611450143
5	8	0.5858845617563943
5	8	0.7234840808913852
5	8	0.8528490457205228
5	8	0.6300338228701019
5	8	0.6622633397451366
5	8	0.6490316960400365
5	8	0.22630149222803528
5	8	0.36580470928763725
5	8	0.6004272451605653
5	8	0.7632633188041681
5	8	0.6525902229778874
5	8	0.22337040988933643
5	8	0.9445479059210835
5	8	0.771990674713615
5	8	0.7196251536473943
5	8	0.8454279974112262
5	8	0.5875388667881216
5	8	0.4744429597960667
5	8	0.8143415874188512
5	8	0.6654065483561977
5	8	0.574119959571438
5	8	0.6146949571934166
5	8	0.7219500485610363
5	8	0.48174746448675576
5	8	0.08903479276210663
5	8	0.6700819606556168
5	8	0.7941799100595591
5	8	0.9499346028206359
5	8	0.5406407900069008
5	8	0.3639783292412221
5	8	0.2307479312295192
5	8	0.6713565224659914
5	8	0.8798679733399811
5	8	0.7555743887508365
5	8	0.8697672121371082
5	8	0.652014100269383
5	8	0.9126092230969568
5	8	0.7427592699439944
5	8	0.5823532894742843
5	8	0.681973678659455
5	8	0.8411045745420426
5	8	0.7094600469595302
5	8	0.637052492404144
5	8	0.45661675771607274
5	8	0.6567920787010569
5	8	0.9209480346914727
5	8	0.8909290071983786
5	8	0.1714802145991641
5	8	0.9023715275763993
5	8	0.6979592270830585
5	8	0.7184527390571225
5	8	0.5870874492615569
5	8	0.934129090834159
5	8	0.8133605537269136
5	8	0.7098702922981447
5	8	0.8578110327221236
5	8	0.8215706618351988
5	8	0.4509136521607574
5	8	0.7746770286185729
5	8	0.7870471255617464
5	8	0.9005656725759927
5	8	0.8249890069697928
5	8	0.7449723645785313
5	8	0.39468637368201537
5	8	0.7382247772590048
5	8	0.5192571748866485
5	8	0.6922025080367258
5	8	0.7995602145549688
5	8	0.852861918232616
5	8	0.7939459741146185
5	8	0.4591803056981827
5	8	0.3197085356843154
5	8	0.4673117474359837
5	8	0.7494531879594667
5	8	0.805719235103202
5	8	0.40395666928665636
5	8	0.6005658773088317
5	8	0.8477264171432327
5	8	0.6880703471463637
5	8	0.7703846082510777
5	8	0.9202319499714227
5	8	0.6963528815502439
5	8	0.899051319573004
5	8	0.5451609162845118
5	8	0.6074338130729018
5	8	0.060819969355583786
5	8	0.7308427470277461
5	8	0.8429730617176876
5	8	0.5231038542840872
5	8	0.8029034827870327
5	11	0.7231911510487372
5	11	0.5615419674638003
5	11	0.8526894735293957
5	11	0.6531172053567208
5	11	0.8211330007334943
5	11	0.4950911340400828
5	11	0.5434191685736611
5	11	0.8175395853995232
5	11	0.9041766684760606
5	11	0.9274869856289517
5	11	0.7959946561838213
5	11	0.7994682081961312
5	11	0.5863001764063264
5	11	0.5189241325319275
5	11	0.8143931952096215
5	11	0.9844338844953828
5	11	0.7246704825838424
5	11	0.7160221903143495
5	11	0.8919901774901063
5	11	0.7789430364749688
5	11	0.7335883975174735
5	11	0.7781534328279639
5	11	0.791618523068786
5	11	0.7465092569665414
5	11	0.4752575288570648
5	11	0.661433423325099
5	11	0.5884619814589006
5	11	0.7586344234075159
5	11	0.5005232415619194
5	11	0.7653385320629503
5	11	0.7761251217947469
5	11	0.8936149488907827
5	11	0.7000525141421493
5	11	0.5309870742721668
5	11	0.5655902364168296
5	11	0.7223733523902813
5	11	0.741773240957564
5	11	0.9002086815471452
5	11	0.6366783021030222
5	11	0.805068503644955
5	11	0.9278692066949666
5	11	0.4567734678505299
5	11	0.4999970807212589
5	11	0.5251602960227374
5	11	0.8211212731090765
5	11	0.8070561863484762
5	11	0.37977306647007747
5	11	0.6733234332900395
5	11	0.4711839485532121
5	11	0.6777309140585476
5	11	0.610935882998532
5	11	0.7116616428563799
5	11	0.736951408178973
5	11	0.7453545199333468
5	11	0.530357020258101
5	11	0.6927437648856378
5	11	0.5952602526458799
5	11	0.42492834630938203
5	11	0.8592195706944232
5	11	0.6922132891555176
5	11	0.8251870494083574
5	11	0.9075240598932836
5	11	0.7654590718915462
5	11	0.48724792339909173
5	11	0.9269555540185017
5	11	0.6035232915119652
5	11	0.8777864059451101
5	11	0.7624878280384376
5	11	0.5139189917853578
5	11	0.7967087876577347
5	11	0.6119893408107737
5	11	0.7563272478826847
5	11	0.879025427338624
5	11	0.8527117264475718
5	11	0.5525772046875966
5	11	0.6454332403363852
5	11	0.9024248880509487
5	11	0.8746117863438119
5	11	0.8913346777258594
5	11	0.49349680885970837
5	11	0.6989961330780124
5	11	0.9235950354986697
5	11	0.6298005678556665
5	11	0.9312876123527905
5	11	0.6024139939894358
5	11	0.7553481688524978
5	11	0.9059502396383885
5	11	0.927114760183101
5	11	0.40364321771652767
5	11	0.4499530959582554
5	11	0.7257607347496304
5	11	0.8010524260751531
5	11	0.8487348121191631
5	11	0.9097378618044488
5	11	0.7445955251585284
5	11	0.923633480625695
5	11	0.672162861527961
5	11	0.7788849073030657
5	11	0.8764890509856783
5	11	0.4590034683705215
5	14	0.8339366700091829
5	14	0.5504529512114937
5	14	0.6459350610493769
5	14	0.6060699067887597
5	14	0.7453306138996175
5	14	0.6675685685032924
5	14	0.8921690395791356
5	14	0.8226620238674901
5	14	0.8103715121882529
5	14	0.7963887461669371
5	14	0.8641976115211316
5	14	0.8161708968909019
5	14	0.9158506898482904
5	14	0.8529689777636479
5	14	0.7240643856122058
5	14	0.7261874832490124
5	14	0.8359546021347272
5	14	0.7067932634435397
5	14	0.7642756054597333
5	14	0.8859532680897946
5	14	0.9717956550593722
5	14	0.586202325353322
5	14	0.7507287460276343
5	14	0.717847685849575
5	14	0.9567642840480793
5	14	0.7744594550021046
5	14	0.9025884922106402
5	14	0.8317029645529332
5	14	0.9333670581412751
5	14	0.8380436987685524
5	14	0.6336353568477749
5	14	0.48248022425681236
5	14	0.6648751269125177
5	14	0.8325818969309974
5	14	0.5572294079326563
5	14	0.6119871753794573
5	14	0.7253067733596174
5	14	0.8515615581780642
5	14	0.7801634330239442
5	14	0.837411920692594
5	14	0.7785558016395195
5	14	0.7803455472233262
5	14	0.8373958747975422
5	14	0.8801826855593443
5	14	0.8868498142691659
5	14	0.6455652453922769
5	14	0.8425362573050396
5	14	0.7885961267760064
5	14	0.6893825781746477
5	14	0.8489269033645248
5	14	0.973138995420878
5	14	0.8837312394751579
5	14	0.8017439895474457
5	14	0.910497480607207
5	14	0.4591813788046766
5	14	0.7945052216481727
5	14	0.8445177472977605
5	14	0.9405450933043431
5	14	0.7823740615149843
5	14	0.8803629676279657
5	14	0.7733418051836344
5	14	0.9453722068130188
5	14	0.9122197752754185
5	14	0.7899249285456535
5	14	0.8352135833513242
5	14	0.6863072255644729
5	14	0.3337300243144468
5	14	0.6878641664222767
5	14	0.7918155216371205
5	14	0.8424537690792361
5	14	0.9266606500729593
