0.00000	0.14646	0.14784	0.12654	0.13970	0.13653	0.14457	0.13689	0.13816	0.13098	0.14635	0.13523	0.15595	0.12548	0.13967	0.13346	0.14351	0.12806	0.10330	0.13907	0.14257	0.14066	0.14653	0.14430	0.13600	0.13490	0.13982	0.13140	0.13306	0.15017	0.14735	0.13987	0.14464	0.13834	0.13500	0.13326	0.14020	0.13363	0.14222	0.13210	0.13007	0.13880	0.14051	0.13560	0.14455	0.15063	0.14124	0.14283	0.14219	0.11920	0.13601	0.13420	0.12827	0.13312	0.13623	0.13220	0.14724	0.12983	0.13738	0.14365	0.14531	0.13959	0.12582	0.14137	0.14295	0.14626	0.14601	0.14944	0.14579	0.14119	0.14186	0.12208	0.13067	0.14691	0.14195	0.12860	0.14862	0.15498	0.14010	0.12389
0.14646	0.00000	0.14652	0.14129	0.14494	0.14304	0.15145	0.14327	0.14570	0.13766	0.13393	0.14538	0.13961	0.13546	0.13403	0.14542	0.17274	0.14724	0.13580	0.14539	0.06871	0.13562	0.06971	0.14863	0.09143	0.14179	0.14841	0.13362	0.15874	0.15795	0.14984	0.15930	0.16081	0.04701	0.13014	0.13343	0.14339	0.14318	0.13782	0.13748	0.12719	0.06545	0.15852	0.15638	0.16280	0.16084	0.15013	0.13572	0.13085	0.14981	0.11370	0.12580	0.14478	0.14227	0.13402	0.13137	0.14468	0.14964	0.14377	0.06864	0.14201	0.10654	0.14399	0.12636	0.08843	0.15610	0.14128	0.14672	0.12930	0.13650	0.08394	0.13532	0.14413	0.15338	0.05794	0.14350	0.13506	0.15779	0.15475	0.13669
0.14784	0.14652	0.00000	0.14472	0.14748	0.13406	0.14335	0.13384	0.14362	0.12911	0.13755	0.12638	0.13987	0.13935	0.12463	0.12742	0.17565	0.13256	0.14591	0.13815	0.14612	0.13182	0.14883	0.13803	0.13979	0.14017	0.13627	0.14042	0.13795	0.15226	0.15020	0.14333	0.13563	0.14434	0.12043	0.13541	0.13252	0.12528	0.10784	0.12552	0.12272	0.13737	0.12678	0.12421	0.15191	0.14374	0.12973	0.12380	0.13449	0.14111	0.13594	0.12903	0.11938	0.13521	0.13513	0.12018	0.13414	0.12406	0.13955	0.14388	0.13750	0.14657	0.12620	0.13970	0.14728	0.13189	0.14121	0.11986	0.13777	0.13659	0.13898	0.12711	0.13927	0.13882	0.14256	0.12858	0.14103	0.15407	0.12828	0.13324
0.12654	0.14129	0.14472	0.00000	0.13235	0.12621	0.12967	0.12381	0.13707	0.11982	0.13869	0.10821	0.13268	0.13261	0.13730	0.11542	0.17003	0.11893	0.11635	0.13899	0.13712	0.12466	0.13915	0.12835	0.12128	0.12369	0.11082	0.13373	0.13151	0.14299	0.13401	0.12305	0.14483	0.13052	0.12551	0.14413	0.14105	0.13273	0.12503	0.11396	0.11899	0.12907	0.12554	0.11283	0.14766	0.13920	0.13257	0.12266	0.13592	0.12544	0.13777	0.12561	0.12639	0.13311	0.12788	0.11529	0.13219	0.11046	0.15752	0.12900	0.12838	0.12572	0.09484	0.13681	0.12890	0.12707	0.12785	0.14273	0.13084	0.13712	0.13275	0.12248	0.12246	0.13137	0.13297	0.11350	0.15215	0.15716	0.12748	0.10339
0.13970	0.14494	0.14748	0.13235	0.00000	0.12604	0.15154	0.13868	0.13922	0.13837	0.14531	0.13438	0.13340	0.13121	0.13705	0.13959	0.17773	0.13944	0.13411	0.14710	0.14349	0.13371	0.14679	0.13112	0.13233	0.14291	0.13599	0.13504	0.15452	0.15330	0.15724	0.13607	0.15052	0.14168	0.11501	0.14292	0.14451	0.14431	0.14058	0.13345	0.12762	0.13859	0.14788	0.13653	0.15946	0.13188	0.14410	0.14866	0.14383	0.13979	0.13803	0.13029	0.13608	0.14099	0.12192	0.13200	0.14808	0.12391	0.14559	0.14284	0.13451	0.14122	0.12531	0.14103	0.14075	0.13584	0.14765	0.14096	0.13660	0.14616	0.14314	0.10745	0.12323	0.13922	0.13896	0.13188	0.14318	0.16411	0.13434	0.13536
0.13653	0.14304	0.13406	0.12621	0.12604	0.00000	0.14426	0.11993	0.13977	0.11193	0.13629	0.12395	0.13031	0.13910	0.13841	0.12037	0.16065	0.12887	0.12986	0.14039	0.13680	0.12415	0.14111	0.14069	0.13823	0.13562	0.12549	0.10840	0.14467	0.14994	0.13818	0.13135	0.14029	0.13584	0.12179	0.12948	0.12864	0.11900	0.13920	0.12461	0.12219	0.13144	0.12549	0.14071	0.14593	0.14062	0.10623	0.13269	0.13330	0.13349	0.12636	0.11337	0.12966	0.13065	0.12742	0.11474	0.14109	0.12493	0.15078	0.13690	0.12395	0.13951	0.12567	0.13514	0.14319	0.14205	0.13400	0.13846	0.12648	0.13065	0.13529	0.10003	0.12324	0.13010	0.13588	0.11422	0.14184	0.14383	0.14189	0.12996
0.14457	0.15145	0.14335	0.12967	0.15154	0.14426	0.00000	0.14540	0.12879	0.15260	0.14475	0.14377	0.15594	0.14217	0.14712	0.14769	0.17777	0.13460	0.12911	0.13173	0.14947	0.14527	0.15091	0.14121	0.14393	0.13574	0.13199	0.14607	0.15356	0.12999	0.13313	0.13826	0.14387	0.14868	0.14146	0.14485	0.14441	0.13583	0.13100	0.13567	0.14032	0.14751	0.14786	0.13318	0.17001	0.15041	0.13467	0.14285	0.14124	0.13614	0.14379	0.13979	0.14020	0.13910	0.14617	0.14591	0.14941	0.13467	0.14779	0.15001	0.14194	0.14937	0.12869	0.15613	0.15009	0.14014	0.14310	0.14499	0.14960	0.14229	0.14802	0.13338	0.14709	0.14631	0.14997	0.14457	0.13375	0.15741	0.13531	0.13195
0.13689	0.14327	0.13384	0.12381	0.13868	0.11993	0.14540	0.00000	0.13817	0.12381	0.14387	0.11716	0.14212	0.13616	0.12877	0.10807	0.16318	0.13315	0.13271	0.13939	0.13955	0.13492	0.13799	0.13427	0.12914	0.13182	0.12978	0.11628	0.13737	0.15405	0.14362	0.13721	0.13923	0.13946	0.12954	0.13971	0.13568	0.13144	0.12818	0.11692	0.12341	0.13816	0.09513	0.12953	0.14474	0.14727	0.11535	0.13061	0.13658	0.12779	0.13200	0.11682	0.12881	0.12259	0.12625	0.10605	0.13384	0.11548	0.13166	0.13884	0.13247	0.13616	0.12026	0.13266	0.14029	0.14523	0.13272	0.13971	0.13324	0.13914	0.13262	0.10236	0.12462	0.13660	0.13750	0.11777	0.14135	0.15290	0.12049	0.10774
0.13816	0.14570	0.14362	0.13707	0.13922	0.13977	0.12879	0.13817	0.00000	0.14493	0.13917	0.13953	0.14212	0.12248	0.12470	0.13801	0.15797	0.12621	0.11756	0.10086	0.13964	0.13674	0.14102	0.13098	0.13828	0.15322	0.10388	0.13605	0.14196	0.12687	0.12665	0.13460	0.13675	0.13909	0.13049	0.13489	0.13228	0.13803	0.12330	0.10217	0.12933	0.14175	0.14979	0.12689	0.15356	0.14200	0.13827	0.12877	0.13476	0.13161	0.13264	0.13703	0.13694	0.13383	0.13609	0.14196	0.13827	0.13146	0.14774	0.13837	0.13575	0.13572	0.11324	0.12887	0.14114	0.13618	0.13178	0.14003	0.13949	0.13499	0.13871	0.13882	0.11949	0.14441	0.14440	0.13865	0.12046	0.15297	0.12077	0.11893
0.13098	0.13766	0.12911	0.11982	0.13837	0.11193	0.15260	0.12381	0.14493	0.00000	0.14180	0.13093	0.13791	0.13598	0.13720	0.13339	0.16316	0.13216	0.12931	0.13974	0.13329	0.11701	0.13436	0.13638	0.13373	0.13768	0.13278	0.11804	0.13583	0.14944	0.14555	0.13304	0.12898	0.13469	0.12385	0.13369	0.13141	0.13543	0.12850	0.12486	0.12928	0.12827	0.12336	0.12681	0.13761	0.14885	0.12275	0.10206	0.13462	0.13513	0.12567	0.11359	0.12952	0.12687	0.13604	0.11167	0.13470	0.11394	0.13724	0.13248	0.10869	0.13934	0.12713	0.12385	0.13675	0.13864	0.12471	0.11398	0.12746	0.12729	0.13296	0.10758	0.13645	0.14005	0.13431	0.11791	0.14163	0.14855	0.13763	0.12686
