sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_67	sample_68	sample_69	sample_70	sample_71	sample_72	sample_73	sample_74	sample_75	sample_76	sample_77	sample_78	sample_79	sample_80
0.12113948648545879	0.32450980242681726	0.31959217187687416	0.33065693791325673	0.5547010955495945	0.5599576508877169	0.569855944343954	0.592812557446288	0.6957430181499998	0.5078854351288967	0.6612878036714345	0.6695690203345265	0.6898821786478148	0.7889468088336201	0.4735389280014789	0.7372823793912265	0.7252515561453718	0.801849459702372	0.8167564421202577	0.8144489162505659	0.7778434588502736	0.8733996259364829	0.7734695264382664	0.7616748867655256	0.6502456267113923	0.877386415724402	0.8423438341166092	0.8297877667926437	0.8132573907233606	0.8210535011294803	0.8251171579354859	0.8782294589108356	0.8264061205217682	0.8444307589062511	0.9019732148048171	0.8367613585642512	0.9239757923897124	0.8208758885618394	0.8891709166494021	0.9292653953767221	0.8975210394733321	0.8549766912755979	0.9433206055718834	0.8866802735053619	0.9192817087247513	0.9386897763064652	0.9450429436516232	0.9041617904748775	0.9388719373443216	0.9252653163062315	0.9414775832092489	0.9373666523425381	0.9576476751729206	0.9709268205764316	0.9347573344853348	0.959638172803699	0.9466672764868085	0.9584863436312485	0.9675038365093576	0.975714408315153	0.9741196723081423	0.9715929518910976	0.9803967096375675	0.9598150241870497	0.9828579010385599	0.9857277302869341	0.9843191850356524	0.9840353539299264	0.9806528596663651	0.9877252600516812	0.9887516071514504	0.9682218864412837	0.9927424253443509	0.9973306996134447	0.9963352118515617	0.9969912275359671	0.9992388880369081	0.9986078600986947	0.9994788140673131	0.9999999852934858
0.30073642593251626	0.3713841450542456	0.4222293175194264	0.55654837615961	0.5776873582017009	0.7335749236145532	0.49901309414367123	0.5387464733180984	0.7387802604352565	0.6124553693880492	0.623789424847666	0.7274261840060946	0.6415111931724699	0.6554587280593704	0.6668011581251442	0.7684117440827558	0.6089326834827684	0.7733109681819778	0.8422013976731727	0.7545175988605701	0.8136478668787045	0.8837180943718753	0.7492000139218497	0.8104731414938988	0.9072060449471272	0.851022391192638	0.8429781238558769	0.7906502664749341	0.805059030071628	0.8838028813058004	0.8043960729729418	0.8582799779880779	0.9039466344804072	0.9032546216014844	0.9038992437382668	0.9055397789723345	0.8750680361032309	0.9190728226309094	0.8962463580216672	0.8900498898812186	0.8810367672093362	0.8980656139931276	0.9473589125880159	0.9052041169991868	0.9181474620769757	0.9228534500249587	0.9491589255393346	0.9564686924226307	0.9316794219134886	0.9388096933268544	0.9552536664345869	0.955855626818239	0.9602755756908392	0.9250553607425075	0.9360256574055921	0.9733313795679364	0.9775450084564585	0.9528187165966953	0.9650700305850922	0.9674424408289952	0.969624816236949	0.9722885717020441	0.973611659213565	0.9681661752105651	0.9616721464324105	0.9719144778052443	0.9711606790542093	0.9737717308541928	0.9869265571588767	0.9901833471893144	0.9899239946516282	0.9912178882888357	0.9962145243974181	0.9960058567101546	0.9902601659891538	0.993084410723315	0.9978819515390422	0.9968263351602946	0.9993612490930434	0.9999999852934858
0.37134369223218083	0.3593936600214641	0.41693120606042783	0.45087717158619506	0.4891368447710826	0.4946804927518753	0.3013644195460022	0.48142274705918664	0.5815245578207584	0.7629550747252555	0.5616439189089163	0.6796661489160065	0.7418134828936708	0.7226715231327462	0.6657575543287817	0.6209272894198988	0.6507493828149173	0.7652967467685773	0.7487592180893299	0.6886868120630482	0.8173583834184454	0.8383220086788272	0.7182670273724885	0.8422861402809937	0.8313830307096198	0.8361785044959411	0.8548963499780717	0.8905075303074974	0.8728734284514031	0.8120134998856378	0.8574085883017507	0.8640936313646462	0.8909573323524302	0.9033563934395178	0.9199080943714457	0.9196180625527944	0.9029982846487031	0.9094667917414374	0.8502110811391235	0.9123436109478379	0.9184277083995765	0.9383522776596004	0.9326978616138556	0.9169509300767983	0.9321562314227793	0.9541376361426133	0.9500486100745255	0.9260742548753178	0.9491082050115276	0.9166151389369598	0.9465927143698704	0.9413521596416725	0.9402755334824597	0.971591127073483	0.9609351547269814	0.9578922961803917	0.9594523433352584	0.9665692303754939	0.9640193454364542	0.964246302662929	0.9762221608533058	0.9717245919016579	0.9728689614306916	0.9705270485238564	0.9892012021293733	0.9804929158671848	0.9885748801415054	0.9917435756750583	0.9904739000761711	0.9886333134116888	0.993097870318472	0.9794992370522401	0.9925632671346974	0.9962184702173784	0.99517217577164	0.9910363989590042	0.9986080962000543	0.9993117721434962	0.9998918889203571	0.9999999852934858
0.22108435102022447	0.5674520660255418	0.3354849615156819	0.3432254327106172	0.6124345050204801	0.5448623774340908	0.49976026473003726	0.7263306895043729	0.49941012422147274	0.6685550412864252	0.7409812111347817	0.733714894428073	0.7497775749612832	0.5883124475758058	0.7224755803747864	0.7424026978183086	0.7873081348387987	0.7998822847197524	0.8089355422789389	0.7823196151243184	0.6883244075122202	0.8522425233451821	0.8523711782122152	0.8055027705058379	0.8761711628054686	0.897009148220414	0.8475247253232296	0.8810680020826541	0.8967216390903276	0.8550417366466169	0.8660864701445543	0.8772304790844924	0.8889188327117357	0.8783982361525564	0.8937559718565112	0.888120048121849	0.9398421773579398	0.9375139581198303	0.917121928597184	0.9305634201150567	0.8911546509777121	0.918858351082908	0.9337394260953813	0.8960626490426044	0.8955034574873532	0.9546806206025958	0.9256047700968646	0.9322112172683614	0.9168431613308091	0.9603098703050503	0.9340866703195645	0.9413582141878919	0.9554279457775805	0.9585316027401809	0.9517763550169027	0.9536878569297682	0.9472788751693737	0.9762021850363051	0.9818995144481191	0.972430803456383	0.9709086274429654	0.9760226490648308	0.9729122383629529	0.9763345620592226	0.9828782293647037	0.987747633018225	0.9903206815059022	0.9670181229119561	0.9757711364420928	0.9933727534789335	0.9838740176524338	0.9918232449133906	0.988790515197075	0.9940006217779552	0.9968469049053734	0.995159455836042	0.9971725803766069	0.9976117057909571	0.9996836103253254	0.9999999852934858
0.036993560901462226	0.2136888069385366	0.30590856628375107	0.4687478947472782	0.4872843038428514	0.2931026459352315	0.5685790666535838	0.6108135130959504	0.6699393730541128	0.5822096610100967	0.6451808784792495	0.5818863549519984	0.6103751173610331	0.5445494864148526	0.8122239380617304	0.7238347966222871	0.7542192715944351	0.74840528966869	0.7625253563932372	0.8656429052910068	0.8300764147080488	0.7806040094020962	0.8550970270938973	0.8139782181174345	0.8294549456824212	0.835614600218125	0.8762888584825952	0.8235984343395666	0.8704754010945162	0.9061636474575248	0.8300313958557379	0.902283936730693	0.8682536543272209	0.936232126792733	0.8961933088421128	0.8813760915011613	0.8696455032480116	0.9016997279729829	0.9117293571215505	0.9198035021667754	0.9199356511249719	0.9247040232315785	0.9156029153537423	0.92676917485939	0.9415060738438039	0.933386942272501	0.9483201794643127	0.9275899785160492	0.9070803200628136	0.9368023864680363	0.9490207537138384	0.9610768626474182	0.919505941196384	0.9390370305576948	0.9648804592925025	0.9769854973728757	0.9466274232935095	0.9740216677152287	0.95970760924058	0.9732741433025389	0.981772439588145	0.965492524984343	0.9775751915543459	0.9712190308141528	0.986725702478904	0.981813059634505	0.9697607717510023	0.9850760689296147	0.9866925962685344	0.9821408262519918	0.9900210906145155	0.9895510709779274	0.9912192651581716	0.993278936531023	0.9825383477385472	0.9950014967268378	0.9972363245573383	0.9968717894396227	0.999603445838872	0.9999999852934858
0.3758886043752522	0.22429568039326267	0.6923407222677278	0.4484347019736979	0.6038008532392419	0.49690171205708505	0.6873841112385822	0.42674394325088433	0.5937713582579914	0.7228104082978748	0.7180206085950295	0.5493758225229323	0.691638658407469	0.7255438376140915	0.7653161136083325	0.6064218522615792	0.7338652602154202	0.6409605279518542	0.7078869508615264	0.7602983947306959	0.7403893003121019	0.8277738036031881	0.8383981081684617	0.74028384721004	0.8048086160502592	0.822547066488395	0.9042535136308512	0.7853834720157603	0.8779057814237736	0.8641899408716234	0.882281716429316	0.8691224296778189	0.8804759917287582	0.9054001343624873	0.9098614121609698	0.8970570344372776	0.9177376058366086	0.9358845137691212	0.8934198067954282	0.8915809213938237	0.9095929590128572	0.926487982133013	0.9553698628249214	0.9269787463857349	0.9576180774806774	0.9350795605453702	0.9201740817736956	0.9371668747642138	0.9221554301406247	0.9515279029473405	0.9613246531939897	0.9387735754329756	0.9311320292316796	0.9457750393905499	0.9401282072328826	0.9637057558024816	0.9550264915118792	0.9532877047356254	0.9561984150998769	0.9800799623874512	0.9798123615042746	0.9722985469768131	0.9823061421957571	0.9775463359715129	0.9827392795786486	0.9763236173550841	0.9903344263078636	0.9837760672028613	0.9898265895061724	0.9891437881499754	0.9881155710249431	0.9924158627555726	0.9908663732547917	0.9917880733841722	0.995742882662065	0.9945459310874778	0.9863142797435506	0.9979754689192522	0.9995910851868586	0.9999999852934858
0.27969576508151245	0.20154748261164285	0.3614830153213111	0.43872781597808336	0.4386504316853153	0.6552711327261936	0.5433631710534398	0.47243526515273304	0.7024250540857245	0.6327719574132378	0.7101876863011491	0.7058419556093238	0.5493211612987455	0.5925458309460395	0.7721038775363603	0.8066715641358508	0.616943147415563	0.7562487992702972	0.7690196518752028	0.8038009177737919	0.7600676605599362	0.8053822939521803	0.8331272226278602	0.8755500128968676	0.7870292727470546	0.8655281752682303	0.8236051372220929	0.8691261159565843	0.8108345298076073	0.8871975725062639	0.8647429661821368	0.8566399793750485	0.895778970277887	0.9112120860797794	0.8814742106013538	0.8906616612955967	0.8975339330275266	0.9186332266634551	0.9196811368859503	0.9284863486462683	0.8966509832546403	0.8796496513782934	0.9093285421128735	0.9277431222648026	0.9220920596960656	0.9343927513458841	0.9236029696927865	0.965593876758344	0.9177032385526883	0.9211369562359684	0.9538574242966864	0.9488980633946157	0.940669520002971	0.9682278006381451	0.9533338060176882	0.9559068988955987	0.9480540607109197	0.9754609671903328	0.9678962316929121	0.9700019143860642	0.9802594862820808	0.9592002092669646	0.9827068905634989	0.9751208546604881	0.9697207449823282	0.9631755561561985	0.9777805241865505	0.9921102009263919	0.9866406285679808	0.9862354143915086	0.9876575141382679	0.9926625015335159	0.9921397002882091	0.9952230551955578	0.9933370006683563	0.997104194981936	0.9963468646349616	0.9978633606445909	0.9992450121756907	0.9999999852934858
0.2366223611841686	0.24769689384886098	0.41822830264800787	0.52304266849221	0.4398092480016757	0.6207967540757533	0.5255113529943154	0.5281712508730114	0.4930956845957964	0.7062908590982078	0.6787223639235082	0.6467183352530383	0.585844371127382	0.7048317565878532	0.786813192089127	0.7443359329097845	0.7153884587632159	0.7537453832847055	0.812274881105913	0.7964475866923614	0.8050075580581098	0.8028224750430256	0.8261180383965592	0.8231056457401956	0.8202045729348006	0.8203476111847512	0.9000330467180648	0.8017234785780507	0.8633556419490004	0.8469530719376237	0.869940097035778	0.8931202702078151	0.9179685358676931	0.8726280635015421	0.9078031332701282	0.9048539928792809	0.9022730866696569	0.9192929607680509	0.9250017546389654	0.9249859592952255	0.9172576466044984	0.8973921708781059	0.9185171047506859	0.9243346131174286	0.9222747568299139	0.9693983979164094	0.94299046597071	0.9012390711822297	0.9130838815459495	0.909541172465094	0.9201154219261273	0.9499351658139692	0.945901377456853	0.9626663707178436	0.9593782015254764	0.9687474141264996	0.9741674993187355	0.9673933594736066	0.9791029729118588	0.973463421005199	0.9640145119709952	0.9790121507109405	0.9773046308630015	0.962333655830939	0.9892099713190845	0.9558364615780585	0.9874069391334748	0.9788392475180928	0.9910683314503698	0.9838946224623286	0.9762870443024169	0.9943008069982499	0.9908028392593278	0.9871415999587035	0.9879617272423127	0.9930956896927995	0.9967959099118618	0.996977118762166	0.9994544849052039	0.9999999852934858
0.4085009531806208	0.33937001090683117	0.7071925947721677	0.25507603914916555	0.5099609264409649	0.4862191725604419	0.7042300651765963	0.6028945499415435	0.6508226109759598	0.49925701040751075	0.5800683941225672	0.7224529542534995	0.6620002085850518	0.7969188983369235	0.7108257872367127	0.5978026002393976	0.8101028893011029	0.7779083011821398	0.8248315926948918	0.7689354484220252	0.7585279350357722	0.8002383412469033	0.788111287573314	0.8223151566683967	0.8970879281071312	0.8686778070826432	0.8425948527918995	0.8702403127246926	0.8343263174838368	0.8855054619732385	0.8352526749147345	0.8206335934451203	0.8746274152411352	0.8508801240997378	0.8861536962064672	0.8950005271495464	0.8875016606063586	0.9445694514469322	0.887070567712565	0.9369194761326382	0.9216784627920287	0.8935948500780091	0.91741295980949	0.8764570994668499	0.8732263467242619	0.9149245610002682	0.918158982682129	0.9419497477377865	0.9616604867565178	0.9277566243844959	0.9304005624820787	0.9646767973289097	0.970610495938815	0.9645031066147692	0.9658853186666688	0.9696822364408468	0.9599544032309336	0.9635756214299964	0.9734720482917643	0.9613473461438848	0.9383959799130146	0.9655615701244085	0.9580803051136575	0.9774439706444744	0.9703412205030865	0.9861076767184085	0.9775824714782932	0.9855201427055134	0.9860731868568668	0.9895237392799325	0.9946303132107132	0.9837959807175104	0.988893875839347	0.9944508663920655	0.9960934525610949	0.9916629051066227	0.9904402956558385	0.9982222376696722	0.9997219381720122	0.9999999852934858
0.3860604507033657	0.27348531332635917	0.5794997577186283	0.2734983945355081	0.677456751562614	0.4677696425119896	0.6098535490364329	0.3889906879718665	0.5365360944732671	0.6380512221803974	0.7444628089922115	0.6473834839614238	0.6434523141452549	0.7280556648762826	0.6277448867793097	0.6694502290067527	0.7117564482604244	0.8044567558819508	0.8043685370041501	0.763862079258617	0.7303526144853647	0.7939568406393511	0.7723371664856107	0.7603162971537738	0.8294007166756849	0.8440223988174366	0.8704680791879028	0.8234681591829897	0.8394790294816837	0.8765847163119556	0.8987143447135044	0.8674452808687009	0.8013037960127649	0.9179048505733565	0.888857802481634	0.9160088781699022	0.8300268302184152	0.9432274034766611	0.8851947559939461	0.9094237564857672	0.9417873898592327	0.9186804336439118	0.9069906308694312	0.9229610227412944	0.9263369154209146	0.9409879904383232	0.9455666327387567	0.9615632780136959	0.931693567019513	0.9426163775032718	0.9462101835169258	0.9576664777444005	0.9386822283049501	0.9694110404629721	0.9630773000698871	0.936436134569079	0.9525453477655301	0.9488346444370525	0.9747094225170854	0.9745501123652852	0.96527482062414	0.9703443045987405	0.9813404715031131	0.9765501799768487	0.9735711865560984	0.9892098980578256	0.9805231100578273	0.9827522220511993	0.9877106157980928	0.9859114403024309	0.992691532913043	0.9835871528431352	0.9840594764789651	0.9909403592880346	0.9941114516665709	0.990052846604426	0.9972073978828417	0.999227647592397	0.9994839909080866	0.9999999852934858
