location	word	trs
100 Caprese Michelangelo	abete_IPA	 abete
101 Pieve Santo Stefano	abete_IPA	 abete
102 Anghiari	abete_IPA	 abete
103 Sansepolcro	abete_IPA	 abete
104 Badia Tedalda	abete_IPA	 abete
106 Antignano	abete_IPA	 aβeθe
107 Rosignano Marittimo	abete_IPA	 abeθe
108 Cecina	abete_IPA	 abeθe
109 Orciano Pisano	abete_IPA	 aβeθe
11 Arni	abete_IPA	 aβete
110 Bibbona	abete_IPA	 abete
111 Riparbella	abete_IPA	 abeθe
112 Chianni	abete_IPA	 abeθe
113 Querceto	abete_IPA	 abeθe
114 Laiatico	abete_IPA	 abeθe
115 Montecatini Val di Cecina	abete_IPA	 aβeθe
116 Volterra	abete_IPA	 abeθe
117 Pomarance	abete_IPA	 abeθe
118 Iano	abete_IPA	 abeθe
119 Castel San Gimignano	abete_IPA	 abeθe
12 Vagli di Sotto	abete_IPA	 abete
120 San Gimignano	abete_IPA	 abeθe
121 Mensano	abete_IPA	 abeθe
122 Colle Val d'Elsa	abete_IPA	 abeθe
123 Maggiano	abete_IPA	 abeθe
124 Ancaiano	abete_IPA	 abeθe
125 Costalpino	abete_IPA	 abeθe
126 Fonterutoli	abete_IPA	 aβeθe
127 Quercegrossa	abete_IPA	 abeθe
128 Radda in Chianti	abete_IPA	 aβeθe
129 Nusenna	abete_IPA	 abeθe
130 Torre a Castello	abete_IPA	 abeθe
131 Ambra	abete_IPA	 abeθe
132 Pergine Valdarno	abete_IPA	 abeθe
133 Monte San Savino	abete_IPA	 abete
134 Civitella in Val di Chiana	abete_IPA	 abete
135 Olmo	abete_IPA	 abete
136 Brolio	abete_IPA	 abete
137 Castiglion Fiorentino	abete_IPA	 abete
138 Palazzo del Pero	abete_IPA	 abete
14 Camporgiano	abete_IPA	 abete
140 Monterchi	abete_IPA	 abete
141 Capraia	abete_IPA	 abete
142 San Vincenzo	abete_IPA	 abete
144 Castagneto Carducci	abete_IPA	 abete
145 Bolgheri	abete_IPA	 abete
146 Suvereto	abete_IPA	 abeθe
147 Monteverdi Marittimo	abete_IPA	 abeθe
148 Serrazzano	abete_IPA	 abeθe
149 Monterotondo Marittimo	abete_IPA	 abeθe
15 Vergemoli	abete_IPA	 abete
150 Massa Marittima	abete_IPA	 abeθe
151 Castelnuovo in Val di Cecina	abete_IPA	 abeθe
152 Montecastelli Pisano	abete_IPA	 abeθe
153 Montieri	abete_IPA	 abeθe
154 Frosini	abete_IPA	 abeθe
155 Torniella	abete_IPA	 abete
156 Monticiano	abete_IPA	 abete
157 San Rocco a Pilli	abete_IPA	 abeθe
158 Pari	abete_IPA	 abeθe
159 Casciano di Murlo	abete_IPA	 aβeθe
16 Pieve Fosciana	abete_IPA	 abete
160 Monteroni d'Arbia	abete_IPA	 abeθe
161 Ponte d'Arbia	abete_IPA	 abeθe
162 Montalcino	abete_IPA	 abete
163 Chiusure d'Asciano	abete_IPA	 abeθe
164 Asciano	abete_IPA	 abeθe
165 San Quirico d'Orcia	abete_IPA	 abete
166 Castelmuzio	abete_IPA	 abeθe
169 Torrita Stazione	abete_IPA	 abeθe
17 Barga	abete_IPA	 abete
170 Montepulciano	abete_IPA	 abete
171 Foiano della Chiana	abete_IPA	 abete
172 Valiano	abete_IPA	 abete
173 Montallese	abete_IPA	 abete
174 Cortona	abete_IPA	 abete
175 Terontola	abete_IPA	 abete
177 Marciana	abete_IPA	 abeθe
178 Procchio	abete_IPA	 abete
179 Portoferraio	abete_IPA	 abete
18 San Pellegrino in Alpe	abete_IPA	 abete
180 Rio nell'Elba	abete_IPA	 abete
181 Piombino	abete_IPA	 abete
182 Riotorto	abete_IPA	 abete
183 Scarlino	abete_IPA	 abete
184 Buriano	abete_IPA	 abeθe
187 Batignano	abete_IPA	 abeθe
189 Campagnatico	abete_IPA	 abeθe
19 Brandeglio	abete_IPA	 abeθe
190 Civitella Marittima	abete_IPA	 abeθe
191 Sasso d'Ombrone	abete_IPA	 abete
192 Camigliano	abete_IPA	 abeθe
194 Seggiano	abete_IPA	 abete
195 Santa Fiora	abete_IPA	 abete
196 Castiglion d'Orcia	abete_IPA	 abeθe
197 Campiglia d'Orcia	abete_IPA	 abete
198 Piancastagnaio	abete_IPA	 abːete
199 Contignano	abete_IPA	 abeθe
200 Celle sul Rigo	abete_IPA	 abete
201 Cetona	abete_IPA	 abete
202 Pomonte	abete_IPA	 aβete
203 La Pila	abete_IPA	 abede
204 Capoliveri	abete_IPA	 abete
205 Castiglion della Pescaia	abete_IPA	 abeθe
206 Alberese	abete_IPA	 abete
207 Talamone	abete_IPA	 abete
208 Istia d'Ombrone	abete_IPA	 abete
209 Montiano	abete_IPA	 abeθe
21 Popiglio	abete_IPA	 aβeθe
210 Magliano in Toscana	abete_IPA	 abeθe
211 Montorgiali	abete_IPA	 abete
212 Pereta	abete_IPA	 abete
213 Cana	abete_IPA	 abete
214 Saturnia	abete_IPA	 abete
215 Manciano	abete_IPA	 abeθe
216 Semproniano	abete_IPA	 abete
217 Selvena	abete_IPA	 abete
218 Pitigliano	abete_IPA	 abeθe
220 Castell'Ottieri	abete_IPA	 aβete
221 Giglio Castello	abete_IPA	 abete
222 Porto Santo Stefano	abete_IPA	 abete
223 Orbetello	abete_IPA	 abete
224 Capalbio	abete_IPA	 abete
225 Italiano	abete_IPA	 abete
26 Treppio	abete_IPA	 abete
27 Mercatale di Vernio	abete_IPA	 abete
29 Firenzuola	abete_IPA	 abeθe
30 Ronta	abete_IPA	 abeθe
33 Pietrasanta	abete_IPA	 abete
35 Vecchiano	abete_IPA	 abete
36 Piazzano	abete_IPA	 aβete
37 Pescaglia	abete_IPA	 abete
38 Vorno	abete_IPA	 abete
39 Anchiano	abete_IPA	 aβete
40 Marlia	abete_IPA	 aβete
41 Porcari	abete_IPA	 aβeθe
43 Staffoli	abete_IPA	 abeθe
44 Chiesina Uzzanese	abete_IPA	 aβeθe
45 Pontito	abete_IPA	 abete
47 Monsummano	abete_IPA	 aβeθe
49 Gello	abete_IPA	 abeθe
51 Montale	abete_IPA	 aβeθe
52 Artimino	abete_IPA	 aβeθe
53 San Giusto in Piazzanese	abete_IPA	 aβeθe
54 Figline di Prato	abete_IPA	 abeθe
55 Peretola	abete_IPA	 aβeθe
56 Legri	abete_IPA	 aβeθe
57 Vaglia	abete_IPA	 abeθe
58 Molin del Piano	abete_IPA	 aβeθe
59 Vicchio	abete_IPA	 abeθe
60 Rufina	abete_IPA	 aβeθe
61 Tosi	abete_IPA	 abeθe
64 Stia	abete_IPA	 abete
67 Ca' Raffaello	abete_IPA	 abet
68 Marina di Pisa	abete_IPA	 abeθe
69 Mortaiolo	abete_IPA	 abeθe
7 Sillano	abete_IPA	 abete
70 Putignano	abete_IPA	 abete
71 Fauglia	abete_IPA	 abete
72 Buti	abete_IPA	 abete
73 Pontedera	abete_IPA	 abeθe
74 Santo Pietro in Belvedere	abete_IPA	 abeθe
75 Palaia	abete_IPA	 aβeθe
76 San Miniato Alto	abete_IPA	 abete
77 Castelfiorentino	abete_IPA	 aβeθe
78 Montelupo Fiorentino	abete_IPA	 aβeθe
79 Certaldo	abete_IPA	 abeθe
80 Montespertoli	abete_IPA	 aβeθe
81 Barberino Val d'Elsa	abete_IPA	 abeθe
82 Montefiridolfi	abete_IPA	 aβeθe
83 Pozzolatico	abete_IPA	 aβeθe
84 Greve in Chianti	abete_IPA	 aβeθe
85 San Donato in Collina	abete_IPA	 aβeθe
86 Incisa in Valdarno	abete_IPA	 aβeθe
87 Cavriglia	abete_IPA	 abeθe
89 Pian di Sco'	abete_IPA	 aβeθe
91 Loro Ciuffenna	abete_IPA	 aβeθe
92 Raggiolo	abete_IPA	 abete
93 Castiglion Fibocchi	abete_IPA	 abeθe
94 Talla	abete_IPA	 abete
95 Castel Focognano	abete_IPA	 abete
96 Campi di Bibbiena	abete_IPA	 abete
97 Ceciliano	abete_IPA	 abete
98 Subbiano	abete_IPA	 abete
99 Chiusi della Verna	abete_IPA	 abete
100 Caprese Michelangelo	abeto_IPA	 abeto
101 Pieve Santo Stefano	abeto_IPA	 abeto
102 Anghiari	abeto_IPA	 abeto
103 Sansepolcro	abeto_IPA	 abeto
104 Badia Tedalda	abeto_IPA	 abeto
107 Rosignano Marittimo	abeto_IPA	 abeθo
108 Cecina	abeto_IPA	 abeθo
109 Orciano Pisano	abeto_IPA	 aβeθo
11 Arni	abeto_IPA	 abeto
110 Bibbona	abeto_IPA	 abeto
111 Riparbella	abeto_IPA	 abeθo
112 Chianni	abeto_IPA	 abeθo
114 Laiatico	abeto_IPA	 abeθo
115 Montecatini Val di Cecina	abeto_IPA	 aβeθo
116 Volterra	abeto_IPA	 abeθo
117 Pomarance	abeto_IPA	 abeθo
118 Iano	abeto_IPA	 abeθo
119 Castel San Gimignano	abeto_IPA	 abeθo
12 Vagli di Sotto	abeto_IPA	 abeto
120 San Gimignano	abeto_IPA	 abeθo
121 Mensano	abeto_IPA	 abeθo
122 Colle Val d'Elsa	abeto_IPA	 abeθo
123 Maggiano	abeto_IPA	 abeθo
124 Ancaiano	abeto_IPA	 abeθo
125 Costalpino	abeto_IPA	 abeθo
126 Fonterutoli	abeto_IPA	 aβeθo
127 Quercegrossa	abeto_IPA	 abeθo
128 Radda in Chianti	abeto_IPA	 aβeθo
129 Nusenna	abeto_IPA	 abeθo
13 Stazzema	abeto_IPA	 abedo
130 Torre a Castello	abeto_IPA	 abeθo
131 Ambra	abeto_IPA	 abeθo
132 Pergine Valdarno	abeto_IPA	 abeθo
133 Monte San Savino	abeto_IPA	 abeto
134 Civitella in Val di Chiana	abeto_IPA	 abeto
135 Olmo	abeto_IPA	 abeto
136 Brolio	abeto_IPA	 abeto
137 Castiglion Fiorentino	abeto_IPA	 abeto
138 Palazzo del Pero	abeto_IPA	 abeto
139 Valle Dame	abeto_IPA	 abeto
14 Camporgiano	abeto_IPA	 abeto
140 Monterchi	abeto_IPA	 abeto
142 San Vincenzo	abeto_IPA	 abeto
143 Caldana Terme	abeto_IPA	 aβeθo
144 Castagneto Carducci	abeto_IPA	 abeto
145 Bolgheri	abeto_IPA	 abeto
146 Suvereto	abeto_IPA	 abeθo
147 Monteverdi Marittimo	abeto_IPA	 abeθo
148 Serrazzano	abeto_IPA	 abeθo
150 Massa Marittima	abeto_IPA	 abeθo
151 Castelnuovo in Val di Cecina	abeto_IPA	 abeθo
152 Montecastelli Pisano	abeto_IPA	 abeθo
153 Montieri	abeto_IPA	 abeθo
154 Frosini	abeto_IPA	 abeθo
155 Torniella	abeto_IPA	 abeto
156 Monticiano	abeto_IPA	 abeto
157 San Rocco a Pilli	abeto_IPA	 abeθo
158 Pari	abeto_IPA	 abeθo
159 Casciano di Murlo	abeto_IPA	 aβeθo
16 Pieve Fosciana	abeto_IPA	 abeto
160 Monteroni d'Arbia	abeto_IPA	 abeθo
161 Ponte d'Arbia	abeto_IPA	 abeθo
162 Montalcino	abeto_IPA	 abeto
163 Chiusure d'Asciano	abeto_IPA	 abeθo
164 Asciano	abeto_IPA	 abeθo
165 San Quirico d'Orcia	abeto_IPA	 abeθo
166 Castelmuzio	abeto_IPA	 abeθo
167 Sinalunga	abeto_IPA	 abeto
168 Lucignano in Val di Chiana	abeto_IPA	 abeto
169 Torrita Stazione	abeto_IPA	 abeθo
17 Barga	abeto_IPA	 abeto
170 Montepulciano	abeto_IPA	 abeto
171 Foiano della Chiana	abeto_IPA	 abeto
172 Valiano	abeto_IPA	 abeto
173 Montallese	abeto_IPA	 abeto
174 Cortona	abeto_IPA	 abeto
175 Terontola	abeto_IPA	 abeto
176 Mercatale di Cortona	abeto_IPA	 abeto
177 Marciana	abeto_IPA	 abeθo
178 Procchio	abeto_IPA	 abeto
179 Portoferraio	abeto_IPA	 abeθo
18 San Pellegrino in Alpe	abeto_IPA	 abeto
181 Piombino	abeto_IPA	 abeto
183 Scarlino	abeto_IPA	 abeθo
184 Buriano	abeto_IPA	 abeto
185 Montemassi	abeto_IPA	 aβeθo
186 Montepescali	abeto_IPA	 aβeθo
187 Batignano	abeto_IPA	 abeθo
188 Roccastrada	abeto_IPA	 abeθo
189 Campagnatico	abeto_IPA	 abeθo
19 Brandeglio	abeto_IPA	 abeθo
190 Civitella Marittima	abeto_IPA	 abeθo
191 Sasso d'Ombrone	abeto_IPA	 aβeθo
192 Camigliano	abeto_IPA	 abeθo
193 Monticello Amiata	abeto_IPA	 abeto
194 Seggiano	abeto_IPA	 abeto
195 Santa Fiora	abeto_IPA	 abːeto
196 Castiglion d'Orcia	abeto_IPA	 abeto
197 Campiglia d'Orcia	abeto_IPA	 abeto
199 Contignano	abeto_IPA	 abeto
20 Rivoreta	abeto_IPA	 abeto
200 Celle sul Rigo	abeto_IPA	 abeto
201 Cetona	abeto_IPA	 abeto
207 Talamone	abeto_IPA	 abeto
208 Istia d'Ombrone	abeto_IPA	 abeto
209 Montiano	abeto_IPA	 abeθo
21 Popiglio	abeto_IPA	 abeto
210 Magliano in Toscana	abeto_IPA	 abeθo
211 Montorgiali	abeto_IPA	 abeto
213 Cana	abeto_IPA	 abeto
214 Saturnia	abeto_IPA	 abeto
215 Manciano	abeto_IPA	 abeto
216 Semproniano	abeto_IPA	 abeto
217 Selvena	abeto_IPA	 abeto
218 Pitigliano	abeto_IPA	 abːeto
219 Sorano	abeto_IPA	 abeto
22 Prunetta	abeto_IPA	 abeθo
220 Castell'Ottieri	abeto_IPA	 abeto
222 Porto Santo Stefano	abeto_IPA	 abeto
224 Capalbio	abeto_IPA	 abeto
225 Italiano	abeto_IPA	 abeto
23 Orsigna	abeto_IPA	 abeθo
24 Spedaletto	abeto_IPA	 abeto
25 Castello di Sambuca	abeto_IPA	 abedo
26 Treppio	abeto_IPA	 abedo
27 Mercatale di Vernio	abeto_IPA	 abeto
28 Barberino di Mugello	abeto_IPA	 abeθo
29 Firenzuola	abeto_IPA	 abeθo
30 Ronta	abeto_IPA	 abeθo
34 Massarosa	abeto_IPA	 abeto
35 Vecchiano	abeto_IPA	 abeto
36 Piazzano	abeto_IPA	 aβeto
37 Pescaglia	abeto_IPA	 abeto
38 Vorno	abeto_IPA	 abeθo
39 Anchiano	abeto_IPA	 aβeθo
40 Marlia	abeto_IPA	 aβeθo
41 Porcari	abeto_IPA	 aβeθo
42 Villa Basilica	abeto_IPA	 abeto
43 Staffoli	abeto_IPA	 abeθo
44 Chiesina Uzzanese	abeto_IPA	 aβeθo
45 Pontito	abeto_IPA	 abeto
46 Casore del Monte	abeto_IPA	 abeto
47 Monsummano	abeto_IPA	 aβeθo
48 Cerreto Guidi	abeto_IPA	 abeθo
49 Gello	abeto_IPA	 abeθo
50 Porciano	abeto_IPA	 abeθo
51 Montale	abeto_IPA	 aβeθo
52 Artimino	abeto_IPA	 aβeθo
53 San Giusto in Piazzanese	abeto_IPA	 aβeθo
54 Figline di Prato	abeto_IPA	 abeθo
55 Peretola	abeto_IPA	 aβeθo
56 Legri	abeto_IPA	 aβeθo
57 Vaglia	abeto_IPA	 abeθo
58 Molin del Piano	abeto_IPA	 aβeθo
59 Vicchio	abeto_IPA	 abeθo
60 Rufina	abeto_IPA	 aβeθo
61 Tosi	abeto_IPA	 abeθo
62 Dicomano	abeto_IPA	 abeθo
63 Castagno d'Andrea	abeto_IPA	 abeθo
64 Stia	abeto_IPA	 abeto
65 Borgo alla Collina	abeto_IPA	 abeto
66 Badia Prataglia	abeto_IPA	 abeto
67 Ca' Raffaello	abeto_IPA	 abeto
68 Marina di Pisa	abeto_IPA	 abeθo
69 Mortaiolo	abeto_IPA	 abeθo
70 Putignano	abeto_IPA	 abeto
71 Fauglia	abeto_IPA	 abeto
72 Buti	abeto_IPA	 abeto
75 Palaia	abeto_IPA	 aβeθo
76 San Miniato Alto	abeto_IPA	 abeto
77 Castelfiorentino	abeto_IPA	 aβeθo
78 Montelupo Fiorentino	abeto_IPA	 aβeθo
79 Certaldo	abeto_IPA	 abeθo
80 Montespertoli	abeto_IPA	 aβeθo
81 Barberino Val d'Elsa	abeto_IPA	 abeθo
82 Montefiridolfi	abeto_IPA	 aβeθo
83 Pozzolatico	abeto_IPA	 aβeθo
84 Greve in Chianti	abeto_IPA	 aβeθo
85 San Donato in Collina	abeto_IPA	 aβeθo
86 Incisa in Valdarno	abeto_IPA	 aβeθo
87 Cavriglia	abeto_IPA	 abeθo
88 San Giovanni Valdarno	abeto_IPA	 abeθo
89 Pian di Sco'	abeto_IPA	 aβeθo
90 Montemignaio	abeto_IPA	 abeto
91 Loro Ciuffenna	abeto_IPA	 aβeθo
92 Raggiolo	abeto_IPA	 abeto
93 Castiglion Fibocchi	abeto_IPA	 abeθo
94 Talla	abeto_IPA	 abeto
95 Castel Focognano	abeto_IPA	 abeto
96 Campi di Bibbiena	abeto_IPA	 abeto
97 Ceciliano	abeto_IPA	 abeto
98 Subbiano	abeto_IPA	 abeto
99 Chiusi della Verna	abeto_IPA	 abeto
100 Caprese Michelangelo	acino_IPA	 aʃino
101 Pieve Santo Stefano	acino_IPA	 aʃino
102 Anghiari	acino_IPA	 aʃino
103 Sansepolcro	acino_IPA	 aʃino
104 Badia Tedalda	acino_IPA	 aʃino
105 Sestino	acino_IPA	 aʃino
106 Antignano	acino_IPA	 aʃino
108 Cecina	acino_IPA	 aʧino
11 Arni	acino_IPA	 aʧino
111 Riparbella	acino_IPA	 aʃino
117 Pomarance	acino_IPA	 aʃino
122 Colle Val d'Elsa	acino_IPA	 aʃino
125 Costalpino	acino_IPA	 aʃino
127 Quercegrossa	acino_IPA	 aʃino
130 Torre a Castello	acino_IPA	 aʃino
132 Pergine Valdarno	acino_IPA	 aʃino
133 Monte San Savino	acino_IPA	 aʃeno
134 Civitella in Val di Chiana	acino_IPA	 aʃino
135 Olmo	acino_IPA	 aʃeno
136 Brolio	acino_IPA	 aʃino
137 Castiglion Fiorentino	acino_IPA	 aʃino
138 Palazzo del Pero	acino_IPA	 aʃino
139 Valle Dame	acino_IPA	 ɛʃino
14 Camporgiano	acino_IPA	 aʧino
140 Monterchi	acino_IPA	 aʃino
141 Capraia	acino_IPA	 aʃinu
142 San Vincenzo	acino_IPA	 aʃino
143 Caldana Terme	acino_IPA	 aʃino
146 Suvereto	acino_IPA	 aʃino
151 Castelnuovo in Val di Cecina	acino_IPA	 aʃino
152 Montecastelli Pisano	acino_IPA	 aʃino
153 Montieri	acino_IPA	 aʃino
155 Torniella	acino_IPA	 aʃino
156 Monticiano	acino_IPA	 aʃino
157 San Rocco a Pilli	acino_IPA	 aʃino
158 Pari	acino_IPA	 aʃino
159 Casciano di Murlo	acino_IPA	 aʃino
160 Monteroni d'Arbia	acino_IPA	 aʃino
161 Ponte d'Arbia	acino_IPA	 aʃino
162 Montalcino	acino_IPA	 aʃino
163 Chiusure d'Asciano	acino_IPA	 aʃino
164 Asciano	acino_IPA	 aʃino
165 San Quirico d'Orcia	acino_IPA	 aʃino
166 Castelmuzio	acino_IPA	 aʃino
167 Sinalunga	acino_IPA	 aʃino
168 Lucignano in Val di Chiana	acino_IPA	 aʃino
169 Torrita Stazione	acino_IPA	 aʃino
170 Montepulciano	acino_IPA	 aʃino
171 Foiano della Chiana	acino_IPA	 aʃeno
172 Valiano	acino_IPA	 aʃino
173 Montallese	acino_IPA	 aʃino
174 Cortona	acino_IPA	 aʃino
175 Terontola	acino_IPA	 aʃino
176 Mercatale di Cortona	acino_IPA	 ɛʧno
177 Marciana	acino_IPA	 aʃino
179 Portoferraio	acino_IPA	 aʃino
18 San Pellegrino in Alpe	acino_IPA	 aʃino
180 Rio nell'Elba	acino_IPA	 aʃino
186 Montepescali	acino_IPA	 aʃino
188 Roccastrada	acino_IPA	 aʃino
191 Sasso d'Ombrone	acino_IPA	 aʃino
192 Camigliano	acino_IPA	 aʃino
193 Monticello Amiata	acino_IPA	 aʃino
194 Seggiano	acino_IPA	 aʧino
195 Santa Fiora	acino_IPA	 aʃino
196 Castiglion d'Orcia	acino_IPA	 aʃino
197 Campiglia d'Orcia	acino_IPA	 aʃino
199 Contignano	acino_IPA	 aʃino
201 Cetona	acino_IPA	 aʃino
203 La Pila	acino_IPA	 aʃino
205 Castiglion della Pescaia	acino_IPA	 aʃino
206 Alberese	acino_IPA	 aʃino
207 Talamone	acino_IPA	 aʃino
209 Montiano	acino_IPA	 aʃino
211 Montorgiali	acino_IPA	 aʃino
212 Pereta	acino_IPA	 aʃino
213 Cana	acino_IPA	 aʃino
214 Saturnia	acino_IPA	 aʃino
215 Manciano	acino_IPA	 aʃino
216 Semproniano	acino_IPA	 aʃino
217 Selvena	acino_IPA	 aʃino
218 Pitigliano	acino_IPA	 aʃino
220 Castell'Ottieri	acino_IPA	 aʃino
222 Porto Santo Stefano	acino_IPA	 aʃino
223 Orbetello	acino_IPA	 aʃino
225 Italiano	acino_IPA	 aʧino
29 Firenzuola	acino_IPA	 aʃino
35 Vecchiano	acino_IPA	 aʃino
37 Pescaglia	acino_IPA	 aʃino
54 Figline di Prato	acino_IPA	 aʃino
57 Vaglia	acino_IPA	 aʃino
58 Molin del Piano	acino_IPA	 aʃino
62 Dicomano	acino_IPA	 aʃino
63 Castagno d'Andrea	acino_IPA	 aʃino
65 Borgo alla Collina	acino_IPA	 aʃino
66 Badia Prataglia	acino_IPA	 aʃino
67 Ca' Raffaello	acino_IPA	 aʧin
68 Marina di Pisa	acino_IPA	 aʃino
69 Mortaiolo	acino_IPA	 aʃino
70 Putignano	acino_IPA	 aʃino
71 Fauglia	acino_IPA	 aʃino
73 Pontedera	acino_IPA	 aʃino
82 Montefiridolfi	acino_IPA	 aʃino
85 San Donato in Collina	acino_IPA	 aʃino
88 San Giovanni Valdarno	acino_IPA	 aʃino
91 Loro Ciuffenna	acino_IPA	 aʃino
92 Raggiolo	acino_IPA	 aʃino
93 Castiglion Fibocchi	acino_IPA	 aʃino
94 Talla	acino_IPA	 aʃino
95 Castel Focognano	acino_IPA	 aʃino
96 Campi di Bibbiena	acino_IPA	 aʃino
97 Ceciliano	acino_IPA	 aʃeno
98 Subbiano	acino_IPA	 aʃino
99 Chiusi della Verna	acino_IPA	 aʃino
100 Caprese Michelangelo	acquaio_IPA	 akːwajo
101 Pieve Santo Stefano	acquaio_IPA	 akːwajo
102 Anghiari	acquaio_IPA	 akːwajo
103 Sansepolcro	acquaio_IPA	 akːwajo
104 Badia Tedalda	acquaio_IPA	 akːwajo
105 Sestino	acquaio_IPA	 akːwajo
106 Antignano	acquaio_IPA	 akːwajo
107 Rosignano Marittimo	acquaio_IPA	 akːwajo
108 Cecina	acquaio_IPA	 akːwajo
109 Orciano Pisano	acquaio_IPA	 akːwajo
11 Arni	acquaio_IPA	 akːwajo
110 Bibbona	acquaio_IPA	 akːwajo
111 Riparbella	acquaio_IPA	 akːwajo
112 Chianni	acquaio_IPA	 akːwajo
113 Querceto	acquaio_IPA	 akːwajo
114 Laiatico	acquaio_IPA	 akːwajo
115 Montecatini Val di Cecina	acquaio_IPA	 akːwajo
116 Volterra	acquaio_IPA	 akːuajo
117 Pomarance	acquaio_IPA	 akːwajo
118 Iano	acquaio_IPA	 akːwajo
119 Castel San Gimignano	acquaio_IPA	 akːwajo
12 Vagli di Sotto	acquaio_IPA	 akːwajo
120 San Gimignano	acquaio_IPA	 akːwajo
121 Mensano	acquaio_IPA	 akːwajo
122 Colle Val d'Elsa	acquaio_IPA	 akːwajo
123 Maggiano	acquaio_IPA	 akːwajo
124 Ancaiano	acquaio_IPA	 akːwajo
125 Costalpino	acquaio_IPA	 akːwajo
126 Fonterutoli	acquaio_IPA	 akːwajo
127 Quercegrossa	acquaio_IPA	 akːwajo
128 Radda in Chianti	acquaio_IPA	 akːwajo
129 Nusenna	acquaio_IPA	 akːwajo
13 Stazzema	acquaio_IPA	 akːwajo
130 Torre a Castello	acquaio_IPA	 akːwajo
131 Ambra	acquaio_IPA	 akːwajo
132 Pergine Valdarno	acquaio_IPA	 akːwajo
133 Monte San Savino	acquaio_IPA	 akːwajo
134 Civitella in Val di Chiana	acquaio_IPA	 akːwajo
135 Olmo	acquaio_IPA	 akːwajo
136 Brolio	acquaio_IPA	 akːwajo
137 Castiglion Fiorentino	acquaio_IPA	 akːwajo
14 Camporgiano	acquaio_IPA	 akːwajjo
140 Monterchi	acquaio_IPA	 akːwajo
142 San Vincenzo	acquaio_IPA	 akːwajo
143 Caldana Terme	acquaio_IPA	 akːwajo
144 Castagneto Carducci	acquaio_IPA	 akːwajo
145 Bolgheri	acquaio_IPA	 akːwajo
146 Suvereto	acquaio_IPA	 akːwajo
147 Monteverdi Marittimo	acquaio_IPA	 akːwajo
148 Serrazzano	acquaio_IPA	 akːwajo
149 Monterotondo Marittimo	acquaio_IPA	 akːwajo
15 Vergemoli	acquaio_IPA	 akːwajo
150 Massa Marittima	acquaio_IPA	 akːwajo
151 Castelnuovo in Val di Cecina	acquaio_IPA	 akːwajo
152 Montecastelli Pisano	acquaio_IPA	 akːwajo
153 Montieri	acquaio_IPA	 akːwajo
154 Frosini	acquaio_IPA	 akːwajo
155 Torniella	acquaio_IPA	 akːwajo
156 Monticiano	acquaio_IPA	 akːwajo
157 San Rocco a Pilli	acquaio_IPA	 akːwajo
158 Pari	acquaio_IPA	 akːwajo
159 Casciano di Murlo	acquaio_IPA	 akːwajo
16 Pieve Fosciana	acquaio_IPA	 akːwajjo
160 Monteroni d'Arbia	acquaio_IPA	 akːwajo
161 Ponte d'Arbia	acquaio_IPA	 akːwajo
162 Montalcino	acquaio_IPA	 akːwajo
163 Chiusure d'Asciano	acquaio_IPA	 akːwajo
164 Asciano	acquaio_IPA	 akːwajo
165 San Quirico d'Orcia	acquaio_IPA	 akːwajo
166 Castelmuzio	acquaio_IPA	 akːwajo
167 Sinalunga	acquaio_IPA	 akːwajo
168 Lucignano in Val di Chiana	acquaio_IPA	 akːwajo
169 Torrita Stazione	acquaio_IPA	 akːwajo
17 Barga	acquaio_IPA	 akːwajo
170 Montepulciano	acquaio_IPA	 akːwajo
171 Foiano della Chiana	acquaio_IPA	 akːwajo
172 Valiano	acquaio_IPA	 akːwajo
173 Montallese	acquaio_IPA	 akːwajo
174 Cortona	acquaio_IPA	 akːwajo
175 Terontola	acquaio_IPA	 akːwajo
177 Marciana	acquaio_IPA	 akːwajo
178 Procchio	acquaio_IPA	 akːwajo
179 Portoferraio	acquaio_IPA	 akːwajo
18 San Pellegrino in Alpe	acquaio_IPA	 akːwajo
180 Rio nell'Elba	acquaio_IPA	 akːwajo
181 Piombino	acquaio_IPA	 akːwajo
182 Riotorto	acquaio_IPA	 akːwajo
183 Scarlino	acquaio_IPA	 akːwajo
184 Buriano	acquaio_IPA	 akːwajo
185 Montemassi	acquaio_IPA	 akːwajo
186 Montepescali	acquaio_IPA	 akːwajo
187 Batignano	acquaio_IPA	 akːwajo
188 Roccastrada	acquaio_IPA	 akːwajo
189 Campagnatico	acquaio_IPA	 akːwajo
19 Brandeglio	acquaio_IPA	 akːwajo
190 Civitella Marittima	acquaio_IPA	 akːwajo
191 Sasso d'Ombrone	acquaio_IPA	 akːwajo
192 Camigliano	acquaio_IPA	 akːwajo
193 Monticello Amiata	acquaio_IPA	 akːwajo
194 Seggiano	acquaio_IPA	 akːwajo
195 Santa Fiora	acquaio_IPA	 akːwajo
196 Castiglion d'Orcia	acquaio_IPA	 akːwajo
197 Campiglia d'Orcia	acquaio_IPA	 akːwajo
198 Piancastagnaio	acquaio_IPA	 akːwajo
199 Contignano	acquaio_IPA	 akːwajo
20 Rivoreta	acquaio_IPA	 akːwajo
200 Celle sul Rigo	acquaio_IPA	 akːwajo
201 Cetona	acquaio_IPA	 akːwajo
202 Pomonte	acquaio_IPA	 akːwajo
203 La Pila	acquaio_IPA	 akːwajo
204 Capoliveri	acquaio_IPA	 akːwajo
