location	word	trs
kozichino, pom	107	pˈart_ʃ
kramolin, sevl	107	pˈɤrt_ʃ
kravenik, sevl	107	*prˈɤt_ʃ
kreta, vrach	107	prˈɤt_ʃ
krivnja, razgr	107	pˈɤrt_ʃ
levunovo, sand	107	prˈɤt_ʃ
liljache, vr	107	prˈɤt_ʃ
lipnica, botgr	107	pˈr_̩t_ʃ
ljubenova mahala, nzag	107	pˈɤrt_ʃ
lobosh, rad	107	pˈr_̩t_ʃ
lozen, sof	107	prˈɤt_ʃ
malomirovo, elh	107	prˈɤt_ʃ
marchaevo, sof	107	pˈr_̩t_ʃ
marikostinovo, petr	107	prˈɤt_ʃ
markovo, shum	107	pˈɤrt_ʃ
merdanja, vtarn	107	prˈɤt_ʃ
merichleri, chirp	107	*prˈɤt_ʃ
mihalci, pavl	107	pˈɤrt_ʃ
milchina laka, kul	107	pˈr_̩t_ʃ
momchilovci, smol	107	pˈɔrt_ɕ
momina banja, pl	107	prˈɤt_ʃ
momina klisura, pz	107	prˈɤt_ʃ
momkovo, svgr	107	*prˈɤt_ʃ
mugla, dev	107	pˈɑrt_ɕ
nikolovo(lipnik), rus	107	pˈɤrt_ʃ
nikolovo, hask	107	pˈɤrt_ʃ
noevci, brezn	107	pˈr_̩t_ʃ
nova lovcha, gd	107	pˈɤrt_ʃ
nova nadezhda, hs	107	pˈɤrt_ɕ
novo selo, trojan	107	prˈɤt_ʃ
ognen, karn	107	prˈɤt_ʃ
omarchevo, nzag	107	pˈɤrt_ʃ
opan, stzag	107	pˈɤrt_ʃ
osenec, razgr	107	pˈɤrt_ʃ
panagjurishte, gd	107	pˈɤrt_ʃ
paskalevec, pavl	107	pˈɤrt_ʃ
pavelsko, asgr	107	pˈɤrt_ɕ
pelatikovo, kjust	107	pˈr_̩t_ʃ
petarnica, plev	107	*pˈɤrt_ʃ
pevec, targ	107	pˈɤrt_ʃ
plakovo, vt	107	pˈɤrt_ʃ
podvis, karn	107	prˈɤt_ʃ
pozharevo, tutr	107	pˈɤrt_ʃ
rabisha, belgr	107	pˈr_̩t_ʃ
radovene, vr	107	prˈɤt_ʃ
rakevo, vr	107	pˈr_̩t_ʃ
rakovica, kul	107	pˈr_̩t_ʃ
rani lug, tryn	107	pˈr_̩t_ʃ
razboishte, god	107	pˈr_̩t_ʃ
ruzhinci, belgr	107	pˈr_̩t_ʃ
sadina, pop	107	pˈɤrt_ʃ
saparevo, dup	107	prˈɤt_ʃ
sekirovo, plov	107	pˈɤrt_ʃ
senokos, blgr	107	prˈɤt_ʃ
sestrino, petr	107	prˈɤt_ʃ
shipka, kaz	107	pˈɤrt_ʃ
shiroka laka, dev	107	pˈɔrt_ɕ
shiroki dol, sam	107	prˈɤt_ʃ
shtipsko, prov	107	pˈart_ʃ
skobelevo, sliv	107	pˈɤrt_ʃ
slaveino, smol	107	pˈɔrt_ɕ
slavjanovo, plev	107	prˈɤt_ʃ
smochevo, dupn	107	pˈr_̩t_ʃ
smolsko, pird	107	pˈr_̩t_ʃ
solishta, dev	107	pˈɔrt_ɕ
sredec, zlgr	107	pˈɤrt_ɕ
stakevci, blgr.	107	pˈr_̩t_ʃ
stambolovo, hask	107	pˈɤrt_ɕ
starmen, bel	107	pˈɤrt_ʃ
stoilovo, mt	107	prˈɤt_ʃ
straldzha, jamb	107	prˈɤt_ʃ
stroevo, plov	107	prˈɤt_ʃ
suhindol, vtarn	107	pˈɤrt_ʃ
sushica, blgr	107	prˈɤt_ʃ
svetlina, topgr	107	prˈɤt_ʃ
svirkovo, harm	107	*prˈɤt_ʃ
tihomir, krgr	107	pˈɔrt_ɕ
tihomirovo, stzag	107	pˈɤrt_ʃ
topolchane, sliv	107	prˈɤt_ʃ
trancovica, nik	107	prˈɤt_ʃ
trastenik, plev	107	pˈr_̩t_ʃ
ustovo, sm	107	pˈɔrt_ʃ
vabel, nik	107	*prˈɤt_ʃ
vaklinovo, gd	107	pˈɤrt_ʃ
valche pole, svgr	107	pˈɤrt_ʃ
varbica, presl	107	pˈɤrt_ʃ
varbovo, blgr	107	pˈr_̩t_ʃ
vardun, targ	107	pˈɤrt_ʃ
varvara, paz	107	prˈɤt_ʃ
vasiljovo, tetev	107	pˈr_̩t_ʃ
velkovci, pk	107	pˈr_̩t_ʃ
vinarovo, vid	107	pˈr_̩t_ʃ
vinishte, mont	107	pˈr_̩t_ʃ
vladinja, lov	107	pˈɤrt_ʃ
voden, elh	107	prˈɤt_ʃ
vojnjagovo, karl	107	prˈɤt_ʃ
vrachesh, botgr	107	pˈr_̩t_ʃ
vranilovci, gabr	107	prˈɤt_ʃ
vresovo, ajt	107	prˈɤt_ʃ
zabardo, asgr	107	pˈɔrt_ɕ
zabernovo, mt	107	prˈɤt_ʃ
zamfirovo, berk	107	pˈr_̩t_ʃ
zanozhene, berk	107	pˈr_̩t_ʃ
zdravkovec, gabr	107	prˈɤt_ʃ
zelenigrad, tran	107	pˈr_̩t_ʃ
zhaltusha, ard	107	pˈɑrt_ɕ
zheglica, vid	107	pˈr_̩t_ʃ
zhelen, svog	107	pˈr_̩t_ʃ
zheljazkovo, sred	107	prˈɤt_ʃ
zheravna, kot	107	prˈɤt_ʃ
aldomirovci, slivnica	108	pˈr_̩viɤt
asparuhovo, lom	108	prˈɤviɑ
asparuhovo, prov	108	pˈɤrvijə
babjak, razl	108	prˈɤvijə
bachkovo, asgr	108	pˈɑrvət
bagrenci, kjust	108	pˈr_̩vio
balgari, carev	108	prˈɤvjet
banishte, brezn	108	pˈɤrvjɤt
bansko, razl	108	prˈɤvijə
beglezh, luk	108	pˈɤrveː
belene, svisht	108	pˈɤrvijɤ
belica, razl	108	prˈɤvijə
bistrica, blgr	108	prˈɤvio
bogdanov dol, pern	108	pˈr_̩vio
borisovo, elh	108	pˈɤrvijɤ
bov, svog	108	prˈɤvio
brashljan, mtarn	108	prˈɤviə
buchin prohod, god	108	pˈr_̩vio
caparevo, sand	108	prˈɤvio
cerovica, kjust	108	prˈɤvijo
chepelare, asgr	108	*pˈɔrvə
chernogorovo, paz	108	pˈɤrvee
chernomorec, bs	108	pˈɤrvijuf
chukovec, radom	108	pˈr_̩vio
dermanci, luk	108	prˈɤviə
devenci, luk	108	prˈɤviɤ
devesilica, krgr	108	pˈorvʊt
dichin, vtarn	108	pˈɤrvij
dinevo, hask	108	pˈɤrvijə
diva slatina, mont	108	pˈr_̩vijɤt
divdjadovo, shum	108	pˈɤrviju
dobarsko, razl	108	prˈɤvijə
dobroselec, topgr	108	*pˈɤrviɤ
dobroslavci, sof	108	pˈr_̩vio
dobrotino, gd	108	prˈɤvijə
dolna beshovica, vrach	108	pˈr_̩viə
dolna dikanja, radom	108	prˈɤvijo
dolna melna, tran	108	pˈr_̩vnijɤt
dolna riksa, mont	108	prˈɤviɤ
dolna srudena, bel	108	*pˈɤrviju
dolni bogrov, sof	108	prɤvˈio
dolno levski, pan	108	pˈr_̩vijɑ
dorkovo, velgr	108	pˈɑrvijət
drabishna, ivgr	108	pˈɤrvijə
dragizhevo, vtarn	108	pˈɤrvijɤ
dragodanovo, sliv	108	prˈɤvijə
dragoevo, presl	108	pˈɤrviju
dragojchinci, kjust	108	pˈr_̩vjɤt
elov dol, pk	108	pˈr_̩vio
enina, kaz	108	pˈɤrvijət
ezerovo, parvom	108	pˈɤrvijɤ
furen, vrach	108	pˈr_̩viɤ
gabare, bslat	108	pˈr_̩viə
gabra, elpel	108	pˈr_̩vio
galata, tetev	108	prˈɤvijə
ganchovec, drjan	108	pˈɤrvijə
garmen, gd	108	pˈɤrvijə
garvan, sil	108	pˈɤrviu
gega, petr	108	prˈɤvio
glozhene, orjah	108	prˈɤviɑ
golema rakovica, elpel	108	pˈɤrviɑ
golemo malovo, sliven	108	pˈr_̩viɑt
golica, varn	108	pˈarvijə
goljama zheljazna, tetev	108	*pˈarviə
goljamo shivachevo, sliv	108	prˈɤvijə
gorna rosica, sevl	108	pˈɤrvijət
gorni varpishta, drjan	108	pˈɤrvijɤ
govedarci, sam	108	prˈɤvnio
gradec, vd	108	pˈr_̩viɑ
huhla, ivgr	108	pˈɤrvijə
hvojna, asgr	108	pˈɤrvɤt
indzhe vojvoda, mtarn	108	pˈɤrviət
ivanski, shum	108	pˈɤrvijə
izvorovo, harm	108	pˈɤrvijə
javorovo, asgr	108	pˈɤrvɤt
kalipetrovo, sil	108	pˈɤrvij
kalojanovo, plov	108	pˈɤrvijɤt
karaisen, pavl	108	pˈɤrviju
karanovo, ajt	108	pˈɤrviuf
kaspichan, np	108	pˈɤrviju
kolju marinovo, chirp	108	pˈɤrvijə
konska, brezn	108	pˈr_̩vjɤt
kopilovci, mont	108	pˈr_̩vijɤt
koprivshtica, pird	108	prˈɤviɑt
korten, nzag	108	pˈɤrvijɤ
kostenec, iht	108	prˈɤvijɑ
kovachevci, sam	108	prˈɤvijo
kozichino, pom	108	pˈarvijə
kramolin, sevl	108	pˈɤrvijət
kravenik, sevl	108	pˈɤrvijɤt
kreta, vrach	108	prˈɤvijə
krivnja, razgr	108	pˈɤrvie
levunovo, sand	108	prˈɤvio
liljache, vr	108	prˈɤvio
lipnica, botgr	108	pˈr_̩viɑ
ljubenova mahala, nzag	108	pˈɤrvijə
lobosh, rad	108	pˈr_̩vijo
lozen, sof	108	pˈɤrvio
malomirovo, elh	108	pˈɤrviu
marchaevo, sof	108	pˈr_̩vio
marikostinovo, petr	108	prˈɤvio
markovo, shum	108	pˈɤrviju
merdanja, vtarn	108	pˈɤrvijə
merichleri, chirp	108	pˈɤrvijə
mihalci, pavl	108	pˈɤrvijə
milchina laka, kul	108	pˈr_̩veɑ
momchilovci, smol	108	pˈɔrviə
momina banja, pl	108	prˈɤvijə
momina klisura, pz	108	prˈɤviə
momkovo, svgr	108	pˈɤrvijə
mugla, dev	108	pˈɑrvʲət
nikolovo(lipnik), rus	108	pˈɤrvijə
nikolovo, hask	108	pˈɤrvijə
noevci, brezn	108	prˈɤvjo
nova lovcha, gd	108	pˈɤrvijə
nova nadezhda, hs	108	pˈɤrvijə
novo selo, trojan	108	pˈɤrvijət
ognen, karn	108	*prˈəvʲuf
omarchevo, nzag	108	pˈɤrvijə
opan, stzag	108	pˈɤrvijə
osenec, razgr	108	pˈɤrvij
panagjurishte, gd	108	*pˈɤrviɤ
paskalevec, pavl	108	pˈɤrvij
pavelsko, asgr	108	pˈɤrvɤt
pelatikovo, kjust	108	pˈr_̩vnio
petarnica, plev	108	pˈɤrvee
pevec, targ	108	pˈɤrvij
plakovo, vt	108	pˈɤrvijə
podvis, karn	108	pˈɤrviju
pozharevo, tutr	108	pˈɤrviju
rabisha, belgr	108	pˈr_̩vijɑ
radovene, vr	108	prˈɤviɑ
rakevo, vr	108	prˈɤvio
rakovica, kul	108	pˈr_̩viɑ
rani lug, tryn	108	pˈr_̩vijɤt
razboishte, god	108	pˈr_̩vijɤt
ruzhinci, belgr	108	pˈr_̩viɑ
sadina, pop	108	pˈɤrviju
saparevo, dup	108	prˈɤvio
sekirovo, plov	108	pˈɤrvij
senokos, blgr	108	prˈɤvio
sestrino, petr	108	prˈɤvio
shipka, kaz	108	pˈɤrvijə
shiroka laka, dev	108	pˈɔrvʲət
shiroki dol, sam	108	pˈr_̩vio
shtipsko, prov	108	pˈarvijə
skobelevo, sliv	108	pˈɤrvijə
slaveino, smol	108	pˈɔrvet
slavjanovo, plev	108	pˈɤrvijɤ
smochevo, dupn	108	pˈr_̩viʊ
smolsko, pird	108	pˈr_̩viɑ
solishta, dev	108	pˈɔrvʲət
sredec, zlgr	108	pˈɤrvet
stakevci, blgr.	108	pˈr_̩vijɤt
stambolovo, hask	108	pˈɤrvijə
starmen, bel	108	pˈɤrviju
stoilovo, mt	108	*pˈɤrvjet
straldzha, jamb	108	*prˈɤviju
stroevo, plov	108	pˈɤrvʲəət
suhindol, vtarn	108	pˈɤrvijə
sushica, blgr	108	prˈɤvio
svetlina, topgr	108	*pˈɤrviə
svirkovo, harm	108	pˈɤrvijə
tihomir, krgr	108	pˈɔrvijət
tihomirovo, stzag	108	pˈɤrvijə
topolchane, sliv	108	prˈɤvijə
trancovica, nik	108	pˈɤrveː
trastenik, plev	108	pˈr_̩veɑ
ustovo, sm	108	pˈɔrvɛt
vabel, nik	108	pˈɤrvijə
vaklinovo, gd	108	pˈɤrvijə
valche pole, svgr	108	pˈɤrvijɤ
varbica, presl	108	pˈɤrvijə
varbovo, blgr	108	pˈr_̩vijɤt
vardun, targ	108	pˈɤrvij
varvara, paz	108	prˈɤviə
vasiljovo, tetev	108	pˈr_̩vijɑ
velkovci, pk	108	pˈɤrvio
vinarovo, vid	108	pˈr_̩vijɑ
vinishte, mont	108	pˈr_̩vijo
vladinja, lov	108	pˈɤrvijə
voden, elh	108	prˈɤvee
vojnjagovo, karl	108	pˈɤrveet
vrachesh, botgr	108	pˈr_̩viɑ
vranilovci, gabr	108	pˈɤrvijə
vresovo, ajt	108	pˈɤrviuw
zabardo, asgr	108	pˈɔrvə
zabernovo, mt	108	prˈɤvjet
zamfirovo, berk	108	prˈɤvio
zanozhene, berk	108	pˈr_̩vio
zdravkovec, gabr	108	pˈɤrvijə
zelenigrad, tran	108	pˈr_̩vnijɤt
zhaltusha, ard	108	pˈɑrvet
zheglica, vid	108	pˈr_̩viɤ
zhelen, svog	108	pˈɤrvio
zheljazkovo, sred	108	prˈɤvɛ
zheravna, kot	108	pˈɤrviju
aldomirovci, slivnica	109	pˈut
asparuhovo, lom	109	pˈɤt
asparuhovo, prov	109	pˈɤtʲ
babjak, razl	109	pˈɑtʲ
bachkovo, asgr	109	pˈɑt
bagrenci, kjust	109	pˈɑt
balgari, carev	109	pˈɤtʲ
banishte, brezn	109	pˈut
bansko, razl	109	pˈɑt_ɕ
beglezh, luk	109	pˈɤt
belene, svisht	109	pˈɤc
belica, razl	109	pˈɑt_ɕ
bistrica, blgr	109	pˈɑt
bogdanov dol, pern	109	pˈɤt
borisovo, elh	109	pˈɤt
bov, svog	109	pˈɑt
brashljan, mtarn	109	pˈɤtʲ
buchin prohod, god	109	pˈɤt
caparevo, sand	109	pˈɑt
cerovica, kjust	109	pˈɑt
chepelare, asgr	109	pˈɔtʲ
chernogorovo, paz	109	pˈɤt
chernomorec, bs	109	pˈɤtʲ
chukovec, radom	109	pˈɑt
dermanci, luk	109	pˈɤt
devenci, luk	109	pˈɤt
devesilica, krgr	109	pˈotʲ
dichin, vtarn	109	pˈɤtʲ
dinevo, hask	109	pˈɤtʲ
diva slatina, mont	109	pˈut
divdjadovo, shum	109	pˈɤtʲ
dobarsko, razl	109	pˈɑt_ɕ
dobroselec, topgr	109	pˈɤt
dobroslavci, sof	109	pˈɤt
dobrotino, gd	109	pˈɑtʲ
dolna beshovica, vrach	109	pˈɤt
dolna dikanja, radom	109	pˈɑt
dolna melna, tran	109	pˈut
dolna riksa, mont	109	pˈɤt
dolna srudena, bel	109	pˈɤt
dolni bogrov, sof	109	pˈɑt
dolno levski, pan	109	pˈɤt
dorkovo, velgr	109	pˈɑc
drabishna, ivgr	109	pˈɤtʲ
dragizhevo, vtarn	109	pˈɤt
dragodanovo, sliv	109	pˈɤt
dragoevo, presl	109	pˈɤtʲ
dragojchinci, kjust	109	pˈut
elov dol, pk	109	pˈut
enina, kaz	109	pˈɤt
ezerovo, parvom	109	pˈɤtʲ
furen, vrach	109	pˈɤt
gabare, bslat	109	pˈɤt
gabra, elpel	109	pˈɑt
galata, tetev	109	pˈɤt
ganchovec, drjan	109	pˈɤt
garmen, gd	109	pˈɤtʲ
garvan, sil	109	pˈɤtʲ
gega, petr	109	pˈɑc
glozhene, orjah	109	pˈɤt
golema rakovica, elpel	109	pˈɑt
golemo malovo, sliven	109	pˈut
golica, varn	109	pˈat
goljama zheljazna, tetev	109	pˈat
goljamo shivachevo, sliv	109	pˈɤt
gorna rosica, sevl	109	pˈɤt
gorni varpishta, drjan	109	pˈɤt
govedarci, sam	109	pˈɑt
gradec, vd	109	pˈɤt
huhla, ivgr	109	pˈɤtʲ
hvojna, asgr	109	pˈɤt
indzhe vojvoda, mtarn	109	pˈɤc
ivanski, shum	109	pˈɤtʲ
izvorovo, harm	109	pˈɤtʲ
javorovo, asgr	109	pˈɤt
kalipetrovo, sil	109	pˈɤtʲ
kalojanovo, plov	109	pˈɤt
karaisen, pavl	109	pˈɤtʲ
karanovo, ajt	109	pˈɤtʲ
kaspichan, np	109	pˈɤtʲ
kolju marinovo, chirp	109	pˈɤtʲ
konska, brezn	109	pˈut
kopilovci, mont	109	pˈut
koprivshtica, pird	109	pˈɤt
korten, nzag	109	pˈɤtʲ
kostenec, iht	109	pˈɑt
kovachevci, sam	109	pˈɤt
kozichino, pom	109	pˈatʲ
kramolin, sevl	109	pˈɤt
kravenik, sevl	109	pˈɤt
kreta, vrach	109	pˈɑt
krivnja, razgr	109	pˈɤtʲ
levunovo, sand	109	pˈɑc
liljache, vr	109	pˈɤt
lipnica, botgr	109	pˈɑt
ljubenova mahala, nzag	109	pˈɤt
lobosh, rad	109	pˈɤt
lozen, sof	109	pˈɤt
malomirovo, elh	109	pˈɤt
marchaevo, sof	109	pˈɤt
marikostinovo, petr	109	pˈɑc
markovo, shum	109	pˈɤtʲ
merdanja, vtarn	109	pˈɤt
merichleri, chirp	109	pˈɤtʲ
mihalci, pavl	109	pˈɤtʲ
milchina laka, kul	109	pˈɤt
momchilovci, smol	109	pˈɔtʲ
momina banja, pl	109	pˈɤt
momina klisura, pz	109	pˈɑt
momkovo, svgr	109	pˈɤtʲ
mugla, dev	109	pˈɑt
nikolovo(lipnik), rus	109	pˈɤt
nikolovo, hask	109	pˈɤtʲ
noevci, brezn	109	pˈut
nova lovcha, gd	109	pˈɤtʲ
nova nadezhda, hs	109	pˈɤtʲ
novo selo, trojan	109	pˈɤt
ognen, karn	109	pˈɤtʲ
omarchevo, nzag	109	pˈɤt
opan, stzag	109	pˈɤtʲ
osenec, razgr	109	pˈɤtʲ
panagjurishte, gd	109	pˈɤt
paskalevec, pavl	109	pˈɤtʲ
pavelsko, asgr	109	pˈɤt
pelatikovo, kjust	109	pˈɑt
petarnica, plev	109	pˈɤt
pevec, targ	109	pˈɤtʲ
plakovo, vt	109	pˈɤt
podvis, karn	109	pˈɤtʲ
pozharevo, tutr	109	pˈɤtʲ
rabisha, belgr	109	pˈut
radovene, vr	109	pˈɤt
rakevo, vr	109	pˈɤt
rakovica, kul	109	pˈɤt
rani lug, tryn	109	pˈut
razboishte, god	109	pˈut
ruzhinci, belgr	109	pˈɤt
sadina, pop	109	pˈɤtʲ
saparevo, dup	109	pˈɑt
sekirovo, plov	109	pˈɤt
senokos, blgr	109	pˈɑt
sestrino, petr	109	pˈɑc
shipka, kaz	109	pˈɤt
shiroka laka, dev	109	pˈɔc
shiroki dol, sam	109	pˈɑt
shtipsko, prov	109	pˈatʲ
skobelevo, sliv	109	pˈɤt
slaveino, smol	109	pˈɔtʲ
slavjanovo, plev	109	pˈɤt
smochevo, dupn	109	pˈɑt
smolsko, pird	109	pˈɑt
solishta, dev	109	pˈɔc
sredec, zlgr	109	pˈɤtʲ
stakevci, blgr.	109	pˈut
stambolovo, hask	109	pˈɤtʲ
starmen, bel	109	pˈɤt
stoilovo, mt	109	pˈɤc
straldzha, jamb	109	pˈɤt
stroevo, plov	109	pˈɤt
suhindol, vtarn	109	pˈɤt
sushica, blgr	109	pˈɑt
svetlina, topgr	109	pˈɤt
svirkovo, harm	109	pˈɤtʲ
tihomir, krgr	109	pˈɔtʲ
tihomirovo, stzag	109	pˈɤt
topolchane, sliv	109	pˈɤt
trancovica, nik	109	pˈɤc
trastenik, plev	109	pˈɤt
ustovo, sm	109	pˈɔtʲ
vabel, nik	109	pˈɤt
vaklinovo, gd	109	pˈɑtʲ
valche pole, svgr	109	pˈɤtʲ
varbica, presl	109	pˈɤtʲ
varbovo, blgr	109	pˈut
vardun, targ	109	pˈɤtʲ
varvara, paz	109	pˈɤt
vasiljovo, tetev	109	pˈat
velkovci, pk	109	pˈɤt
vinarovo, vid	109	pˈɤt
vinishte, mont	109	pˈɤt
vladinja, lov	109	pˈɤt
voden, elh	109	pˈɤt
vojnjagovo, karl	109	pˈɤt
vrachesh, botgr	109	pˈɑt
vranilovci, gabr	109	pˈɤt
vresovo, ajt	109	pˈɤtʲ
zabardo, asgr	109	pˈɔtʲ
zabernovo, mt	109	pˈɤc
zamfirovo, berk	109	pˈɤt
zanozhene, berk	109	pˈɑc
zdravkovec, gabr	109	pˈɤt
zelenigrad, tran	109	pˈut
zhaltusha, ard	109	pˈɑtʲ
zheglica, vid	109	pˈɤt
zhelen, svog	109	pˈɑc
zheljazkovo, sred	109	pˈɤt
zheravna, kot	109	pˈɤtʲ
aldomirovci, slivnica	11	vˈet_ʃe
asparuhovo, lom	11	vˈece
asparuhovo, prov	11	vʲˈeci
babjak, razl	11	vˈece
bachkovo, asgr	11	vˈejce
bagrenci, kjust	11	vˈet_ʃe
balgari, carev	11	vˈece
banishte, brezn	11	vˈet_ʃim
bansko, razl	11	vˈet_ɕe
beglezh, luk	11	vˈeke
belene, svisht	11	vˈice
belica, razl	11	vˈet_ɕe
bistrica, blgr	11	vˈece
bogdanov dol, pern	11	vˈet_ʃe
borisovo, elh	11	vˈet_ʃi
bov, svog	11	vˈet_ʃem
brashljan, mtarn	11	vˈece
buchin prohod, god	11	vˈet_ʃe
caparevo, sand	11	vˈec
cerovica, kjust	11	vˈet_ʃe
chepelare, asgr	11	vˈece
chernogorovo, paz	11	vˈeke
chernomorec, bs	11	vʲˈeci
chukovec, radom	11	vˈet_ʃe
dermanci, luk	11	vˈece
devenci, luk	11	vˈece
devesilica, krgr	11	vʲˈejce
dichin, vtarn	11	vʲˈeci
dinevo, hask	11	vʲˈece
diva slatina, mont	11	vˈet_ʃe
divdjadovo, shum	11	vʲˈeci
dobarsko, razl	11	vˈet_ɕe
dobroselec, topgr	11	vˈeci
dobroslavci, sof	11	vˈet_ʃe
dobrotino, gd	11	vʲˈejce
dolna beshovica, vrach	11	vˈeke
dolna dikanja, radom	11	vˈet_ʃem
dolna melna, tran	11	vˈet_ʃe
dolna riksa, mont	11	vˈet_ʃe
dolna srudena, bel	11	vʲˈeci
dolni bogrov, sof	11	vˈet_ʃe
dolno levski, pan	11	vˈece
dorkovo, velgr	11	vʲˈece
drabishna, ivgr	11	vʲˈecə
dragizhevo, vtarn	11	vʲˈet_ʃi
dragodanovo, sliv	11	vʲˈeci
dragoevo, presl	11	vʲˈeci
dragojchinci, kjust	11	vˈet_ʃe
elov dol, pk	11	vˈet_ʃe
enina, kaz	11	vˈet_ʃi
ezerovo, parvom	11	vˈecɤ
furen, vrach	11	vˈet_ʃe
gabare, bslat	11	vˈet_ʃe
gabra, elpel	11	vˈet_ʃe
galata, tetev	11	vˈet_ʃe
ganchovec, drjan	11	vʲˈeci
garmen, gd	11	vʲˈejce
garvan, sil	11	vʲˈet_ʃi
gega, petr	11	vˈece
glozhene, orjah	11	vˈece
golema rakovica, elpel	11	vˈet_ʃe
golemo malovo, sliven	11	vˈet_ʃe
golica, varn	11	vˈece
goljama zheljazna, tetev	11	vˈece
goljamo shivachevo, sliv	11	vʲˈeci
gorna rosica, sevl	11	vʲˈeci
gorni varpishta, drjan	11	vˈet_ʃi
govedarci, sam	11	vˈet_ʃe
gradec, vd	11	vˈece
huhla, ivgr	11	vʲˈecə
hvojna, asgr	11	vʲˈece
indzhe vojvoda, mtarn	11	vˈece
ivanski, shum	11	vʲˈeci
izvorovo, harm	11	vʲˈejci
javorovo, asgr	11	vʲˈece
kalipetrovo, sil	11	vʲˈeci
kalojanovo, plov	11	vˈɪci
karaisen, pavl	11	vʲˈeci
karanovo, ajt	11	vʲˈeci
kaspichan, np	11	vʲˈeci
kolju marinovo, chirp	11	vʲˈet_ʃi
konska, brezn	11	vˈet_ʃim
kopilovci, mont	11	vˈet_ʃe
koprivshtica, pird	11	vˈece
korten, nzag	11	vˈeci
kostenec, iht	11	vˈet_ʃe
kovachevci, sam	11	vˈet_ʃe
kozichino, pom	11	vˈece
kramolin, sevl	11	vʲˈeci
kravenik, sevl	11	vˈeci
kreta, vrach	11	vˈet_ʃe
krivnja, razgr	11	vʲˈeci
levunovo, sand	11	vˈeci
liljache, vr	11	vˈet_ʃe
lipnica, botgr	11	vˈece
ljubenova mahala, nzag	11	vʲˈejci
lobosh, rad	11	vˈet_ʃem
lozen, sof	11	vˈet_ʃe
malomirovo, elh	11	vˈet_ʃi
marchaevo, sof	11	vˈet_ʃe
marikostinovo, petr	11	vˈece
markovo, shum	11	vˈeci
merdanja, vtarn	11	vʲˈet_ʃi
merichleri, chirp	11	vʲˈeci
mihalci, pavl	11	vʲˈet_ʃi
milchina laka, kul	11	vˈece
momchilovci, smol	11	vʲˈejce
momina banja, pl	11	vʲˈeci
momina klisura, pz	11	vˈet_ʃe
momkovo, svgr	11	vˈeki
mugla, dev	11	vʲˈejce
nikolovo(lipnik), rus	11	vʲˈeci
nikolovo, hask	11	vʲˈece
noevci, brezn	11	vˈet_ʃi
nova lovcha, gd	11	vʲˈejce
nova nadezhda, hs	11	vʲˈejcə
novo selo, trojan	11	vʲˈeci
ognen, karn	11	vʲˈeci
omarchevo, nzag	11	vʲˈeci
opan, stzag	11	vʲˈeci
osenec, razgr	11	vʲˈeci
panagjurishte, gd	11	vˈece
paskalevec, pavl	11	vʲˈeci
pavelsko, asgr	11	vʲˈece
pelatikovo, kjust	11	vˈet_ʃe
petarnica, plev	11	vˈece
pevec, targ	11	vʲˈeci
plakovo, vt	11	vʲˈet_ʃi
podvis, karn	11	vʲˈeci
pozharevo, tutr	11	vʲˈeci
rabisha, belgr	11	vˈet_ʃe
radovene, vr	11	vˈicɑ
rakevo, vr	11	vˈet_ʃe
rakovica, kul	11	vˈece
rani lug, tryn	11	vˈet_ʃe
razboishte, god	11	vˈet_ʃim
ruzhinci, belgr	11	vˈet_ʃe
sadina, pop	11	vʲˈeci
saparevo, dup	11	vˈet_ʃe
sekirovo, plov	11	vˈiki
senokos, blgr	11	vˈece
sestrino, petr	11	vˈece
shipka, kaz	11	vʲˈet_ʃi
shiroka laka, dev	11	vʲˈeci
shiroki dol, sam	11	vˈece
shtipsko, prov	11	vˈet_ʃi
skobelevo, sliv	11	vʲˈet_ʃi
slaveino, smol	11	vʲˈece
slavjanovo, plev	11	vˈece
smochevo, dupn	11	vˈet_ʃe
smolsko, pird	11	vˈece
solishta, dev	11	vʲˈeci
sredec, zlgr	11	vʲˈet_ɕe
stakevci, blgr.	11	vˈet_ʃe
stambolovo, hask	11	vʲˈecə
starmen, bel	11	vʲˈeci
stoilovo, mt	11	vˈece
straldzha, jamb	11	vʲˈeci
stroevo, plov	11	vʲˈeci
suhindol, vtarn	11	vʲˈeci
sushica, blgr	11	vˈece
svetlina, topgr	11	vʲˈeci
svirkovo, harm	11	vʲˈeci
tihomir, krgr	11	vʲˈejce
tihomirovo, stzag	11	vʲˈet_ʃi
topolchane, sliv	11	vʲˈeci
trancovica, nik	11	vˈɪt_ʃ
trastenik, plev	11	vˈece
ustovo, sm	11	vʲˈejkɛ
vabel, nik	11	vʲˈeci
vaklinovo, gd	11	vʲˈejce
valche pole, svgr	11	vˈeci
varbica, presl	11	vˈiːci
varbovo, blgr	11	vˈet_ʃe
vardun, targ	11	vʲˈeci
varvara, paz	11	vˈece
vasiljovo, tetev	11	vˈece
velkovci, pk	11	vˈet_ʃe
vinarovo, vid	11	vˈet_ʃe
vinishte, mont	11	vˈet_ʃe
vladinja, lov	11	vʲˈeci
voden, elh	11	vˈece
vojnjagovo, karl	11	vʲˈeci
vrachesh, botgr	11	vˈece
vranilovci, gabr	11	vʲˈeci
vresovo, ajt	11	vʲˈeci
zabardo, asgr	11	vˈece
